Time [S]	Voltage [V]	Current [A]	
#Sweep: 000
3.355E+2	3.824E-1	2.157E-11	
3.358E+2	4.226E-1	1.989E-11	
3.361E+2	4.629E-1	2.116E-11	
3.364E+2	5.031E-1	2.065E-11	
3.368E+2	5.434E-1	2.274E-11	
3.371E+2	5.836E-1	2.147E-11	
3.373E+2	6.239E-1	2.338E-11	
3.376E+2	6.642E-1	2.133E-11	
3.379E+2	7.044E-1	2.512E-11	
3.382E+2	7.447E-1	2.230E-11	
3.385E+2	7.849E-1	2.461E-11	
3.388E+2	8.252E-1	2.434E-11	
3.391E+2	8.654E-1	2.481E-11	
3.395E+2	9.057E-1	3.254E-11	
3.397E+2	9.459E-1	3.240E-11	
3.401E+2	9.862E-1	3.103E-11	
3.403E+2	1.026E+0	3.185E-11	
3.406E+2	1.067E+0	3.213E-11	
3.409E+2	1.107E+0	3.007E-11	
3.412E+2	1.147E+0	3.158E-11	
3.415E+2	1.187E+0	3.171E-11	
3.418E+2	1.228E+0	3.294E-11	
3.421E+2	1.268E+0	3.117E-11	
3.424E+2	1.308E+0	3.499E-11	
3.428E+2	1.348E+0	3.486E-11	
3.431E+2	1.389E+0	3.828E-11	
3.434E+2	1.429E+0	4.442E-11	
3.436E+2	1.469E+0	4.141E-11	
3.440E+2	1.509E+0	4.305E-11	
3.442E+2	1.550E+0	4.538E-11	
3.446E+2	1.590E+0	5.330E-11	
3.449E+2	1.630E+0	5.494E-11	
3.451E+2	1.670E+0	5.999E-11	
3.454E+2	1.711E+0	6.437E-11	
3.457E+2	1.751E+0	6.888E-11	
3.460E+2	1.791E+0	6.450E-11	
3.463E+2	1.831E+0	6.587E-11	
3.466E+2	1.872E+0	7.475E-11	
3.469E+2	1.912E+0	7.270E-11	
3.473E+2	1.952E+0	7.653E-11	
3.476E+2	1.992E+0	8.623E-11	
3.478E+2	2.033E+0	9.116E-11	
3.482E+2	2.073E+0	8.897E-11	
3.484E+2	2.113E+0	9.230E-11	
3.488E+2	2.153E+0	9.499E-11	
3.496E+2	2.194E+0	5.125E-10	
3.500E+2	2.234E+0	8.692E-10	
3.502E+2	2.274E+0	8.129E-10	
3.505E+2	2.314E+0	8.539E-10	
3.510E+2	2.355E+0	6.290E-10	
3.519E+2	2.395E+0	8.633E-10	
3.520E+2	2.435E+0	1.095E-9	
3.523E+2	2.475E+0	1.320E-9	
3.527E+2	2.516E+0	1.284E-9	
3.529E+2	2.556E+0	1.532E-9	
3.532E+2	2.596E+0	1.933E-9	
3.536E+2	2.636E+0	2.827E-9	
3.539E+2	2.677E+0	2.997E-9	
3.541E+2	2.717E+0	5.500E-9	
3.544E+2	2.757E+0	6.580E-9	
3.547E+2	2.797E+0	8.764E-9	
3.552E+2	2.838E+0	3.405E-8	
3.553E+2	2.878E+0	4.623E-8	
3.556E+2	2.918E+0	5.666E-8	
3.559E+2	2.958E+0	8.102E-8	
3.563E+2	2.999E+0	1.097E-7	
3.566E+2	3.039E+0	2.727E-7	
3.569E+2	3.079E+0	1.592E-7	
3.571E+2	3.119E+0	3.653E-7	
3.574E+2	3.160E+0	1.193E-7	
3.578E+2	3.200E+0	1.400E-7	
#Sweep: 007
3.580E+2	3.200E+0	2.308E-7	
3.583E+2	3.160E+0	1.647E-7	
3.586E+2	3.119E+0	1.855E-7	
3.589E+2	3.079E+0	1.570E-7	
3.592E+2	3.039E+0	1.428E-7	
3.596E+2	2.999E+0	1.876E-7	
3.598E+2	2.958E+0	1.579E-7	
3.601E+2	2.918E+0	1.673E-7	
3.604E+2	2.878E+0	1.862E-7	
3.607E+2	2.838E+0	1.659E-7	
3.611E+2	2.797E+0	1.838E-7	
3.613E+2	2.757E+0	1.687E-7	
3.616E+2	2.717E+0	1.596E-7	
3.619E+2	2.677E+0	1.489E-7	
3.623E+2	2.636E+0	1.427E-7	
3.625E+2	2.596E+0	1.302E-7	
3.629E+2	2.556E+0	1.206E-7	
3.631E+2	2.516E+0	1.103E-7	
3.636E+2	2.475E+0	9.739E-8	
3.637E+2	2.435E+0	9.568E-8	
3.640E+2	2.395E+0	8.771E-8	
3.644E+2	2.355E+0	7.877E-8	
3.646E+2	2.314E+0	7.623E-8	
3.650E+2	2.274E+0	6.275E-8	
3.653E+2	2.234E+0	5.759E-8	
3.656E+2	2.194E+0	5.380E-8	
3.658E+2	2.153E+0	5.037E-8	
3.661E+2	2.113E+0	4.657E-8	
3.664E+2	2.073E+0	4.364E-8	
3.667E+2	2.033E+0	4.313E-8	
3.670E+2	1.992E+0	4.039E-8	
3.673E+2	1.952E+0	3.890E-8	
3.676E+2	1.912E+0	3.783E-8	
3.680E+2	1.872E+0	4.444E-8	
3.682E+2	1.831E+0	3.565E-8	
3.685E+2	1.791E+0	3.083E-8	
3.688E+2	1.751E+0	3.340E-8	
3.691E+2	1.711E+0	3.162E-8	
3.694E+2	1.670E+0	3.071E-8	
3.697E+2	1.630E+0	2.754E-8	
3.700E+2	1.590E+0	2.589E-8	
3.703E+2	1.550E+0	2.507E-8	
3.706E+2	1.509E+0	2.316E-8	
3.709E+2	1.469E+0	2.103E-8	
3.712E+2	1.429E+0	1.829E-8	
3.715E+2	1.389E+0	1.545E-8	
3.718E+2	1.348E+0	1.559E-8	
3.721E+2	1.308E+0	1.362E-8	
3.724E+2	1.268E+0	1.209E-8	
3.727E+2	1.228E+0	1.069E-8	
3.732E+2	1.187E+0	6.058E-9	
3.734E+2	1.147E+0	5.533E-9	
3.736E+2	1.107E+0	5.178E-9	
3.739E+2	1.067E+0	4.650E-9	
3.742E+2	1.026E+0	3.890E-9	
3.745E+2	9.862E-1	3.588E-9	
3.748E+2	9.459E-1	3.104E-9	
3.751E+2	9.057E-1	2.794E-9	
3.755E+2	8.654E-1	2.181E-9	
3.757E+2	8.252E-1	2.364E-9	
3.760E+2	7.849E-1	2.119E-9	
3.763E+2	7.447E-1	1.788E-9	
3.766E+2	7.044E-1	1.706E-9	
3.769E+2	6.642E-1	1.350E-9	
3.772E+2	6.239E-1	1.144E-9	
3.783E+2	5.836E-1	8.119E-10	
3.792E+2	5.434E-1	6.576E-10	
3.799E+2	5.031E-1	8.019E-10	
3.802E+2	4.629E-1	5.926E-10	
3.805E+2	4.226E-1	4.680E-10	
3.808E+2	3.824E-1	3.789E-10	
3.812E+2	3.421E-1	3.028E-10	
3.814E+2	3.019E-1	2.265E-10	
3.817E+2	2.616E-1	1.524E-10	
3.826E+2	2.214E-1	2.874E-11	
3.829E+2	1.811E-1	5.960E-12	
3.833E+2	1.409E-1	-6.119E-12	
3.836E+2	1.006E-1	-1.885E-11	
3.838E+2	6.038E-2	-2.391E-11	
3.842E+2	2.013E-2	-2.783E-11	
3.844E+2	-2.013E-2	-4.086E-11	
3.847E+2	-6.038E-2	-3.747E-11	
3.850E+2	-1.006E-1	-3.934E-11	
3.854E+2	-1.409E-1	-4.656E-11	
3.856E+2	-1.811E-1	-5.298E-11	
3.860E+2	-2.214E-1	-5.885E-11	
3.862E+2	-2.616E-1	-6.814E-11	
3.866E+2	-3.019E-1	-7.565E-11	
3.868E+2	-3.421E-1	-8.849E-11	
3.872E+2	-3.824E-1	-9.600E-11	
3.881E+2	-4.226E-1	-2.550E-10	
3.883E+2	-4.629E-1	-3.271E-10	
3.886E+2	-5.031E-1	-4.464E-10	
3.889E+2	-5.434E-1	-4.330E-10	
3.893E+2	-5.836E-1	-4.627E-10	
3.895E+2	-6.239E-1	-5.375E-10	
3.898E+2	-6.642E-1	-5.866E-10	
3.901E+2	-7.044E-1	-7.085E-10	
3.904E+2	-7.447E-1	-8.739E-10	
3.907E+2	-7.849E-1	-9.443E-10	
3.912E+2	-8.252E-1	-2.406E-10	
3.923E+2	-8.654E-1	-3.014E-10	
3.928E+2	-9.057E-1	-3.340E-10	
3.931E+2	-9.459E-1	-4.158E-10	
3.934E+2	-9.862E-1	-4.108E-10	
3.937E+2	-1.026E+0	-4.287E-10	
3.940E+2	-1.067E+0	-4.752E-10	
3.943E+2	-1.107E+0	-4.585E-10	
3.946E+2	-1.147E+0	-4.931E-10	
3.949E+2	-1.187E+0	-4.866E-10	
3.952E+2	-1.228E+0	-4.904E-10	
3.956E+2	-1.268E+0	-5.522E-10	
3.958E+2	-1.308E+0	-5.368E-10	
3.961E+2	-1.348E+0	-5.546E-10	
3.964E+2	-1.389E+0	-5.659E-10	
3.967E+2	-1.429E+0	-5.674E-10	
3.970E+2	-1.469E+0	-5.833E-10	
3.973E+2	-1.509E+0	-6.122E-10	
3.976E+2	-1.550E+0	-7.336E-10	
3.979E+2	-1.590E+0	-7.135E-10	
3.982E+2	-1.630E+0	-7.736E-10	
3.985E+2	-1.670E+0	-8.761E-10	
3.988E+2	-1.711E+0	-8.604E-10	
3.991E+2	-1.751E+0	-8.443E-10	
3.994E+2	-1.791E+0	-9.038E-10	
3.997E+2	-1.831E+0	-9.101E-10	
4.000E+2	-1.872E+0	-9.492E-10	
4.005E+2	-1.912E+0	-7.089E-10	
4.012E+2	-1.952E+0	-4.972E-10	
4.016E+2	-1.992E+0	-5.438E-10	
4.018E+2	-2.033E+0	-5.366E-10	
4.021E+2	-2.073E+0	-5.846E-10	
4.024E+2	-2.113E+0	-6.038E-10	
4.027E+2	-2.153E+0	-7.053E-10	
4.030E+2	-2.194E+0	-6.714E-10	
4.033E+2	-2.234E+0	-6.634E-10	
4.036E+2	-2.274E+0	-9.526E-10	
4.041E+2	-2.314E+0	-6.462E-10	
4.048E+2	-2.355E+0	-7.516E-10	
4.051E+2	-2.395E+0	-8.191E-10	
4.056E+2	-2.435E+0	-8.871E-10	
4.057E+2	-2.475E+0	-1.142E-9	
4.060E+2	-2.516E+0	-1.326E-9	
4.063E+2	-2.556E+0	-1.411E-9	
4.066E+2	-2.596E+0	-1.806E-9	
4.069E+2	-2.636E+0	-2.077E-9	
4.072E+2	-2.677E+0	-2.149E-9	
4.076E+2	-2.717E+0	-2.921E-9	
4.078E+2	-2.757E+0	-3.548E-9	
4.081E+2	-2.797E+0	-3.562E-9	
4.084E+2	-2.838E+0	-2.903E-9	
4.088E+2	-2.878E+0	-2.916E-9	
4.090E+2	-2.918E+0	-2.409E-9	
4.093E+2	-2.958E+0	-3.054E-9	
4.096E+2	-2.999E+0	-3.901E-9	
4.099E+2	-3.039E+0	-5.320E-9	
4.102E+2	-3.079E+0	-7.972E-9	
4.105E+2	-3.119E+0	-5.117E-9	
4.109E+2	-3.160E+0	-3.740E-9	
4.111E+2	-3.200E+0	-5.593E-9	
#Sweep: 008
4.114E+2	-3.200E+0	-4.894E-9	
4.118E+2	-3.160E+0	-4.327E-9	
4.120E+2	-3.119E+0	-4.844E-9	
4.123E+2	-3.079E+0	-5.382E-9	
4.126E+2	-3.039E+0	-4.935E-9	
4.129E+2	-2.999E+0	-4.013E-9	
4.132E+2	-2.958E+0	-2.763E-9	
4.135E+2	-2.918E+0	-2.846E-9	
4.138E+2	-2.878E+0	-3.024E-9	
4.141E+2	-2.838E+0	-2.645E-9	
4.144E+2	-2.797E+0	-2.664E-9	
4.148E+2	-2.757E+0	-2.689E-9	
4.150E+2	-2.717E+0	-2.348E-9	
4.153E+2	-2.677E+0	-1.779E-9	
4.156E+2	-2.636E+0	-1.622E-9	
4.160E+2	-2.596E+0	-1.531E-9	
4.163E+2	-2.556E+0	-1.348E-9	
4.167E+2	-2.516E+0	-1.259E-9	
4.171E+2	-2.475E+0	-1.132E-9	
4.174E+2	-2.435E+0	-1.080E-9	
4.177E+2	-2.395E+0	-1.127E-9	
4.188E+2	-2.355E+0	-8.946E-10	
4.198E+2	-2.314E+0	-7.154E-10	
4.201E+2	-2.274E+0	-6.196E-10	
4.205E+2	-2.234E+0	-5.620E-10	
4.207E+2	-2.194E+0	-4.989E-10	
4.211E+2	-2.153E+0	-5.643E-10	
4.213E+2	-2.113E+0	-5.170E-10	
4.217E+2	-2.073E+0	-4.670E-10	
4.219E+2	-2.033E+0	-4.316E-10	
4.222E+2	-1.992E+0	-3.761E-10	
4.225E+2	-1.952E+0	-3.209E-10	
4.228E+2	-1.912E+0	-2.584E-10	
4.231E+2	-1.872E+0	-2.209E-10	
4.234E+2	-1.831E+0	-2.232E-10	
4.238E+2	-1.791E+0	-1.952E-10	
4.240E+2	-1.751E+0	-1.596E-10	
4.244E+2	-1.711E+0	-1.892E-10	
4.252E+2	-1.670E+0	-4.136E-11	
4.256E+2	-1.630E+0	-2.279E-11	
4.258E+2	-1.590E+0	-1.227E-11	
4.261E+2	-1.550E+0	-6.575E-12	
4.264E+2	-1.509E+0	-5.522E-12	
4.268E+2	-1.469E+0	-3.778E-12	
4.270E+2	-1.429E+0	2.071E-12	
4.274E+2	-1.389E+0	-1.208E-12	
4.276E+2	-1.348E+0	3.710E-12	
4.280E+2	-1.308E+0	4.257E-12	
4.282E+2	-1.268E+0	8.082E-12	
4.285E+2	-1.228E+0	7.809E-12	
4.288E+2	-1.187E+0	6.000E-12	
4.291E+2	-1.147E+0	7.536E-12	
4.294E+2	-1.107E+0	9.175E-12	
4.297E+2	-1.067E+0	8.629E-12	
4.300E+2	-1.026E+0	1.253E-11	
4.303E+2	-9.862E-1	1.054E-11	
4.306E+2	-9.459E-1	1.273E-11	
4.310E+2	-9.057E-1	1.450E-11	
4.312E+2	-8.654E-1	1.464E-11	
4.316E+2	-8.252E-1	1.077E-11	
4.319E+2	-7.849E-1	1.874E-11	
4.321E+2	-7.447E-1	1.806E-11	
4.324E+2	-7.044E-1	1.724E-11	
4.328E+2	-6.642E-1	1.313E-11	
4.331E+2	-6.239E-1	1.955E-11	
4.333E+2	-5.836E-1	1.532E-11	
4.336E+2	-5.434E-1	1.683E-11	
4.340E+2	-5.031E-1	8.744E-12	
4.343E+2	-4.629E-1	2.215E-11	
4.346E+2	-4.226E-1	2.174E-11	
4.348E+2	-3.824E-1	2.202E-11	
4.351E+2	-3.421E-1	1.997E-11	
4.354E+2	-3.019E-1	1.789E-11	
4.358E+2	-2.616E-1	1.906E-11	
4.361E+2	-2.214E-1	2.188E-11	
4.364E+2	-1.811E-1	2.454E-11	
4.366E+2	-1.409E-1	2.522E-11	
4.369E+2	-1.006E-1	1.903E-11	
4.372E+2	-6.038E-2	1.838E-11	
4.376E+2	-2.013E-2	1.559E-11	
4.378E+2	2.013E-2	1.980E-11	
4.381E+2	6.038E-2	1.770E-11	
4.384E+2	1.006E-1	1.826E-11	
4.387E+2	1.409E-1	1.655E-11	
4.390E+2	1.811E-1	1.805E-11	
4.393E+2	2.214E-1	1.600E-11	
4.396E+2	2.616E-1	3.130E-11	
4.400E+2	3.019E-1	2.120E-11	
4.402E+2	3.421E-1	2.365E-11	
4.406E+2	3.824E-1	2.119E-11	
4.409E+2	4.226E-1	2.051E-11	
4.412E+2	4.629E-1	2.283E-11	
4.415E+2	5.031E-1	2.010E-11	
4.418E+2	5.434E-1	3.185E-11	
4.421E+2	5.836E-1	2.188E-11	
4.424E+2	6.239E-1	2.529E-11	
4.426E+2	6.642E-1	2.447E-11	
4.429E+2	7.044E-1	1.860E-11	
4.432E+2	7.447E-1	1.969E-11	
4.435E+2	7.849E-1	2.189E-11	
4.438E+2	8.252E-1	2.133E-11	
4.441E+2	8.654E-1	1.847E-11	
4.444E+2	9.057E-1	1.996E-11	
4.447E+2	9.459E-1	2.242E-11	
4.451E+2	9.862E-1	2.133E-11	
4.453E+2	1.026E+0	2.393E-11	
4.456E+2	1.067E+0	2.270E-11	
4.459E+2	1.107E+0	2.406E-11	
4.462E+2	1.147E+0	2.283E-11	
4.465E+2	1.187E+0	2.406E-11	
4.468E+2	1.228E+0	2.352E-11	
4.471E+2	1.268E+0	2.547E-11	
4.474E+2	1.308E+0	2.543E-11	
4.478E+2	1.348E+0	2.586E-11	
4.480E+2	1.389E+0	2.921E-11	
4.484E+2	1.429E+0	2.844E-11	
4.486E+2	1.469E+0	2.996E-11	
4.489E+2	1.509E+0	3.171E-11	
4.492E+2	1.550E+0	3.172E-11	
4.496E+2	1.590E+0	2.994E-11	
4.498E+2	1.630E+0	3.617E-11	
4.501E+2	1.670E+0	3.500E-11	
4.504E+2	1.711E+0	4.114E-11	
4.507E+2	1.751E+0	4.681E-11	
4.510E+2	1.791E+0	5.137E-11	
4.514E+2	1.831E+0	4.854E-11	
4.516E+2	1.872E+0	5.112E-11	
4.519E+2	1.912E+0	5.698E-11	
4.522E+2	1.952E+0	5.959E-11	
4.526E+2	1.992E+0	6.684E-11	
4.528E+2	2.033E+0	6.450E-11	
4.532E+2	2.073E+0	6.396E-11	
4.535E+2	2.113E+0	7.530E-11	
4.538E+2	2.153E+0	8.910E-11	
4.547E+2	2.194E+0	2.849E-10	
4.550E+2	2.234E+0	3.887E-10	
4.552E+2	2.274E+0	4.305E-10	
4.556E+2	2.314E+0	5.445E-10	
4.558E+2	2.355E+0	6.974E-10	
4.562E+2	2.395E+0	8.543E-10	
4.564E+2	2.435E+0	9.275E-10	
4.569E+2	2.475E+0	8.632E-10	
4.578E+2	2.516E+0	1.041E-9	
4.580E+2	2.556E+0	1.073E-9	
4.583E+2	2.596E+0	1.395E-9	
4.585E+2	2.636E+0	1.717E-9	
4.589E+2	2.677E+0	2.233E-9	
4.592E+2	2.717E+0	3.185E-9	
4.594E+2	2.757E+0	6.173E-9	
4.598E+2	2.797E+0	8.632E-9	
4.601E+2	2.838E+0	8.872E-9	
4.605E+2	2.878E+0	1.755E-8	
4.606E+2	2.918E+0	3.098E-8	
4.609E+2	2.958E+0	4.626E-8	
4.612E+2	2.999E+0	5.798E-8	
4.615E+2	3.039E+0	8.392E-8	
4.618E+2	3.079E+0	8.399E-8	
4.622E+2	3.119E+0	1.679E-7	
4.624E+2	3.160E+0	1.110E-7	
4.627E+2	3.200E+0	1.606E-7	
#Sweep: 009
4.630E+2	3.200E+0	1.491E-7	
4.634E+2	3.160E+0	1.624E-7	
4.636E+2	3.119E+0	1.891E-7	
4.640E+2	3.079E+0	1.519E-7	
4.642E+2	3.039E+0	1.568E-7	
4.645E+2	2.999E+0	1.802E-7	
4.649E+2	2.958E+0	2.198E-7	
4.651E+2	2.918E+0	1.440E-7	
4.654E+2	2.878E+0	2.325E-7	
4.657E+2	2.838E+0	1.438E-7	
4.660E+2	2.797E+0	1.547E-7	
4.663E+2	2.757E+0	1.443E-7	
4.666E+2	2.717E+0	1.376E-7	
4.669E+2	2.677E+0	1.259E-7	
4.673E+2	2.636E+0	1.243E-7	
4.675E+2	2.596E+0	1.133E-7	
4.678E+2	2.556E+0	1.055E-7	
4.681E+2	2.516E+0	1.377E-7	
4.684E+2	2.475E+0	1.209E-7	
4.687E+2	2.435E+0	1.033E-7	
4.692E+2	2.395E+0	9.769E-8	
4.693E+2	2.355E+0	9.924E-8	
4.697E+2	2.314E+0	8.736E-8	
4.700E+2	2.274E+0	7.900E-8	
4.702E+2	2.234E+0	7.788E-8	
4.705E+2	2.194E+0	7.207E-8	
4.708E+2	2.153E+0	6.970E-8	
4.711E+2	2.113E+0	5.922E-8	
4.715E+2	2.073E+0	5.888E-8	
4.718E+2	2.033E+0	5.956E-8	
4.720E+2	1.992E+0	5.495E-8	
4.723E+2	1.952E+0	5.027E-8	
4.726E+2	1.912E+0	5.109E-8	
4.729E+2	1.872E+0	4.830E-8	
4.733E+2	1.831E+0	4.631E-8	
4.736E+2	1.791E+0	4.213E-8	
4.738E+2	1.751E+0	3.775E-8	
4.742E+2	1.711E+0	3.666E-8	
4.746E+2	1.670E+0	3.716E-8	
4.748E+2	1.630E+0	3.544E-8	
4.751E+2	1.590E+0	3.183E-8	
4.753E+2	1.550E+0	3.054E-8	
4.757E+2	1.509E+0	2.542E-8	
4.759E+2	1.469E+0	2.478E-8	
4.762E+2	1.429E+0	2.246E-8	
4.766E+2	1.389E+0	2.079E-8	
4.768E+2	1.348E+0	1.931E-8	
4.771E+2	1.308E+0	1.881E-8	
4.774E+2	1.268E+0	1.842E-8	
4.777E+2	1.228E+0	1.724E-8	
4.780E+2	1.187E+0	1.572E-8	
4.783E+2	1.147E+0	1.484E-8	
4.786E+2	1.107E+0	1.377E-8	
4.790E+2	1.067E+0	1.258E-8	
4.792E+2	1.026E+0	1.190E-8	
4.796E+2	9.862E-1	1.075E-8	
4.798E+2	9.459E-1	1.017E-8	
4.803E+2	9.057E-1	5.234E-9	
4.804E+2	8.654E-1	4.766E-9	
4.808E+2	8.252E-1	4.491E-9	
4.810E+2	7.849E-1	2.850E-9	
4.813E+2	7.447E-1	2.735E-9	
4.816E+2	7.044E-1	2.270E-9	
4.819E+2	6.642E-1	1.925E-9	
4.822E+2	6.239E-1	1.888E-9	
4.825E+2	5.836E-1	1.629E-9	
4.828E+2	5.434E-1	1.323E-9	
4.831E+2	5.031E-1	1.250E-9	
4.842E+2	4.629E-1	9.899E-10	
4.851E+2	4.226E-1	9.030E-10	
4.860E+2	3.824E-1	7.706E-10	
4.867E+2	3.421E-1	9.307E-10	
4.870E+2	3.019E-1	7.138E-10	
4.873E+2	2.616E-1	4.710E-10	
4.876E+2	2.214E-1	2.092E-10	
4.880E+2	1.811E-1	1.495E-10	
4.888E+2	1.409E-1	1.437E-11	
4.891E+2	1.006E-1	-9.485E-12	
4.894E+2	6.038E-2	-5.792E-11	
4.897E+2	2.013E-2	-3.128E-11	
4.900E+2	-2.013E-2	-2.812E-11	
4.903E+2	-6.038E-2	-3.044E-11	
4.906E+2	-1.006E-1	-3.596E-11	
4.909E+2	-1.409E-1	-3.891E-11	
4.912E+2	-1.811E-1	-4.191E-11	
4.916E+2	-2.214E-1	-4.369E-11	
4.918E+2	-2.616E-1	-5.134E-11	
4.922E+2	-3.019E-1	-6.472E-11	
4.924E+2	-3.421E-1	-7.783E-11	
4.933E+2	-3.824E-1	-4.682E-10	
4.936E+2	-4.226E-1	-6.189E-10	
4.939E+2	-4.629E-1	-7.765E-10	
4.942E+2	-5.031E-1	-8.370E-10	
4.947E+2	-5.434E-1	-7.784E-10	
4.948E+2	-5.836E-1	-1.120E-9	
4.951E+2	-6.239E-1	-1.243E-9	
4.954E+2	-6.642E-1	-1.120E-9	
4.957E+2	-7.044E-1	-1.208E-9	
4.960E+2	-7.447E-1	-1.330E-9	
4.963E+2	-7.849E-1	-1.548E-9	
4.966E+2	-8.252E-1	-1.757E-9	
4.970E+2	-8.654E-1	-1.977E-9	
4.972E+2	-9.057E-1	-2.057E-9	
4.976E+2	-9.459E-1	-2.434E-9	
4.979E+2	-9.862E-1	-2.718E-9	
4.981E+2	-1.026E+0	-2.818E-9	
4.984E+2	-1.067E+0	-3.135E-9	
4.988E+2	-1.107E+0	-3.459E-9	
4.991E+2	-1.147E+0	-4.050E-9	
4.994E+2	-1.187E+0	-4.550E-9	
4.997E+2	-1.228E+0	-4.247E-9	
5.001E+2	-1.268E+0	-4.865E-9	
5.002E+2	-1.308E+0	-5.086E-9	
5.006E+2	-1.348E+0	-7.075E-9	
5.010E+2	-1.389E+0	-7.553E-9	
5.013E+2	-1.429E+0	-6.503E-9	
5.018E+2	-1.469E+0	-7.262E-9	
5.020E+2	-1.509E+0	-6.693E-9	
5.023E+2	-1.550E+0	-6.924E-9	
5.026E+2	-1.590E+0	-7.714E-9	
5.029E+2	-1.630E+0	-6.454E-9	
5.032E+2	-1.670E+0	-6.518E-9	
5.035E+2	-1.711E+0	-7.298E-9	
5.038E+2	-1.751E+0	-7.830E-9	
5.042E+2	-1.791E+0	-7.357E-9	
5.044E+2	-1.831E+0	-8.221E-9	
5.047E+2	-1.872E+0	-5.005E-9	
5.050E+2	-1.912E+0	-5.668E-9	
5.053E+2	-1.952E+0	-4.491E-9	
5.056E+2	-1.992E+0	-1.843E-9	
5.059E+2	-2.033E+0	-1.826E-9	
5.062E+2	-2.073E+0	-1.824E-9	
5.065E+2	-2.113E+0	-2.051E-9	
5.068E+2	-2.153E+0	-2.317E-9	
5.071E+2	-2.194E+0	-2.708E-9	
5.074E+2	-2.234E+0	-3.301E-9	
5.077E+2	-2.274E+0	-3.634E-9	
5.080E+2	-2.314E+0	-3.920E-9	
5.083E+2	-2.355E+0	-1.471E-9	
5.086E+2	-2.395E+0	-1.770E-9	
5.089E+2	-2.435E+0	-2.038E-9	
5.092E+2	-2.475E+0	-2.408E-9	
5.095E+2	-2.516E+0	-2.781E-9	
5.098E+2	-2.556E+0	-3.658E-9	
5.102E+2	-2.596E+0	-3.649E-9	
5.104E+2	-2.636E+0	-3.769E-9	
5.107E+2	-2.677E+0	-4.708E-9	
5.110E+2	-2.717E+0	-6.458E-9	
5.113E+2	-2.757E+0	-4.029E-9	
5.116E+2	-2.797E+0	-5.043E-9	
5.119E+2	-2.838E+0	-5.035E-9	
5.122E+2	-2.878E+0	-6.454E-9	
5.125E+2	-2.918E+0	-5.899E-9	
5.128E+2	-2.958E+0	-6.748E-9	
5.131E+2	-2.999E+0	-6.201E-9	
5.134E+2	-3.039E+0	-6.197E-9	
5.137E+2	-3.079E+0	-5.763E-9	
5.140E+2	-3.119E+0	-6.946E-9	
5.143E+2	-3.160E+0	-8.456E-9	
5.146E+2	-3.200E+0	-9.776E-9	
#Sweep: 010
5.151E+2	-3.200E+0	-1.817E-8	
5.153E+2	-3.160E+0	-1.598E-8	
5.155E+2	-3.119E+0	-1.589E-8	
5.160E+2	-3.079E+0	-5.809E-9	
5.164E+2	-3.039E+0	-6.454E-9	
5.167E+2	-2.999E+0	-6.164E-9	
5.170E+2	-2.958E+0	-5.088E-9	
5.174E+2	-2.918E+0	-4.091E-9	
5.176E+2	-2.878E+0	-3.313E-9	
5.179E+2	-2.838E+0	-4.112E-9	
5.182E+2	-2.797E+0	-3.546E-9	
5.186E+2	-2.757E+0	-3.118E-9	
5.188E+2	-2.717E+0	-3.284E-9	
5.191E+2	-2.677E+0	-3.082E-9	
5.194E+2	-2.636E+0	-3.057E-9	
5.197E+2	-2.596E+0	-2.792E-9	
5.200E+2	-2.556E+0	-2.139E-9	
5.204E+2	-2.516E+0	-1.865E-9	
5.207E+2	-2.475E+0	-1.521E-9	
5.210E+2	-2.435E+0	-1.637E-9	
5.212E+2	-2.395E+0	-1.474E-9	
5.216E+2	-2.355E+0	-1.335E-9	
5.218E+2	-2.314E+0	-1.323E-9	
5.221E+2	-2.274E+0	-1.104E-9	
5.232E+2	-2.234E+0	-7.794E-10	
5.241E+2	-2.194E+0	-7.671E-10	
5.248E+2	-2.153E+0	-9.554E-10	
5.252E+2	-2.113E+0	-8.428E-10	
5.254E+2	-2.073E+0	-6.884E-10	
5.257E+2	-2.033E+0	-6.194E-10	
5.260E+2	-1.992E+0	-5.333E-10	
5.264E+2	-1.952E+0	-4.887E-10	
5.266E+2	-1.912E+0	-4.237E-10	
5.269E+2	-1.872E+0	-3.349E-10	
5.272E+2	-1.831E+0	-2.624E-10	
5.275E+2	-1.791E+0	-2.407E-10	
5.279E+2	-1.751E+0	-2.279E-10	
5.282E+2	-1.711E+0	-1.910E-10	
5.284E+2	-1.670E+0	-1.571E-10	
5.288E+2	-1.630E+0	-1.308E-10	
5.296E+2	-1.590E+0	-5.025E-11	
5.299E+2	-1.550E+0	-2.705E-11	
5.302E+2	-1.509E+0	-1.069E-11	
5.306E+2	-1.469E+0	-1.869E-11	
5.308E+2	-1.429E+0	-1.086E-11	
5.311E+2	-1.389E+0	-9.705E-12	
5.314E+2	-1.348E+0	-6.436E-12	
5.317E+2	-1.308E+0	-3.949E-12	
5.320E+2	-1.268E+0	-4.312E-12	
5.324E+2	-1.228E+0	-1.071E-12	
5.327E+2	-1.187E+0	3.997E-12	
5.329E+2	-1.147E+0	5.374E-12	
5.332E+2	-1.107E+0	3.632E-12	
5.335E+2	-1.067E+0	1.524E-12	
5.338E+2	-1.026E+0	4.530E-12	
5.342E+2	-9.862E-1	3.865E-12	
