Time [S]	Voltage [V]	Current [A]	
8.433E+1	-2.878E+0	-5.269E-9	
8.462E+1	-2.838E+0	-4.025E-9	
8.493E+1	-2.797E+0	-3.038E-9	
8.523E+1	-2.757E+0	-3.659E-9	
8.553E+1	-2.717E+0	-2.737E-9	
8.582E+1	-2.677E+0	-2.165E-9	
8.612E+1	-2.636E+0	-2.110E-9	
8.643E+1	-2.596E+0	-2.246E-9	
8.673E+1	-2.556E+0	-1.779E-9	
8.703E+1	-2.516E+0	-1.538E-9	
8.733E+1	-2.475E+0	-1.323E-9	
8.762E+1	-2.435E+0	-1.253E-9	
8.792E+1	-2.395E+0	-1.294E-9	
8.823E+1	-2.355E+0	-1.485E-9	
8.852E+1	-2.314E+0	-1.464E-9	
8.956E+1	-2.274E+0	-7.265E-10	
9.032E+1	-2.234E+0	-9.112E-10	
9.063E+1	-2.194E+0	-9.109E-10	
9.092E+1	-2.153E+0	-7.868E-10	
9.122E+1	-2.113E+0	-7.147E-10	
9.153E+1	-2.073E+0	-7.195E-10	
9.183E+1	-2.033E+0	-5.763E-10	
9.212E+1	-1.992E+0	-4.399E-10	
9.242E+1	-1.952E+0	-3.917E-10	
9.272E+1	-1.912E+0	-3.220E-10	
9.303E+1	-1.872E+0	-2.648E-10	
9.332E+1	-1.831E+0	-2.637E-10	
9.364E+1	-1.791E+0	-2.339E-10	
9.393E+1	-1.751E+0	-1.618E-10	
9.422E+1	-1.711E+0	-1.413E-10	
9.453E+1	-1.670E+0	-1.506E-10	
9.483E+1	-1.630E+0	-1.223E-10	
9.513E+1	-1.590E+0	-1.115E-10	
9.603E+1	-1.550E+0	-4.260E-11	
9.635E+1	-1.509E+0	-2.467E-11	
9.662E+1	-1.469E+0	-1.651E-11	
9.694E+1	-1.429E+0	-1.335E-11	
9.723E+1	-1.389E+0	-4.352E-12	
9.753E+1	-1.348E+0	-2.011E-12	
9.782E+1	-1.308E+0	9.749E-13	
9.812E+1	-1.268E+0	1.522E-12	
9.843E+1	-1.228E+0	2.614E-12	
9.876E+1	-1.187E+0	4.539E-12	
9.903E+1	-1.147E+0	1.204E-11	
9.934E+1	-1.107E+0	7.942E-12	
9.962E+1	-1.067E+0	1.013E-11	
9.992E+1	-1.026E+0	7.669E-12	
1.002E+2	-9.862E-1	1.331E-11	
1.005E+2	-9.459E-1	9.855E-12	
1.008E+2	-9.057E-1	1.193E-11	
1.011E+2	-8.654E-1	1.269E-11	
1.020E+2	-8.252E-1	7.696E-12	
1.029E+2	-7.849E-1	-5.324E-12	
1.032E+2	-7.447E-1	1.090E-11	
1.035E+2	-7.044E-1	1.112E-11	
1.038E+2	-6.642E-1	1.416E-11	
1.041E+2	-6.239E-1	1.313E-11	
1.044E+2	-5.836E-1	1.532E-11	
1.047E+2	-5.434E-1	1.655E-11	
1.050E+2	-5.031E-1	1.655E-11	
1.053E+2	-4.629E-1	1.683E-11	
1.056E+2	-4.226E-1	1.628E-11	
1.059E+2	-3.824E-1	1.559E-11	
1.062E+2	-3.421E-1	1.781E-11	
1.065E+2	-3.019E-1	-6.925E-11	
1.068E+2	-2.616E-1	7.536E-12	
1.071E+2	-2.214E-1	1.518E-11	
1.074E+2	-1.811E-1	1.915E-11	
1.077E+2	-1.409E-1	1.682E-11	
1.080E+2	-1.006E-1	1.764E-11	
1.083E+2	-6.038E-2	1.751E-11	
1.086E+2	-2.013E-2	1.956E-11	
1.089E+2	2.013E-2	1.970E-11	
1.092E+2	6.038E-2	1.963E-11	
1.095E+2	1.006E-1	1.819E-11	
1.098E+2	1.409E-1	1.833E-11	
1.101E+2	1.811E-1	1.970E-11	
1.104E+2	2.214E-1	1.903E-11	
1.107E+2	2.616E-1	1.929E-11	
1.110E+2	3.019E-1	2.065E-11	
1.113E+2	3.421E-1	1.149E-11	
1.116E+2	3.824E-1	1.027E-11	
1.119E+2	4.226E-1	1.764E-11	
1.122E+2	4.629E-1	2.352E-11	
1.125E+2	5.031E-1	2.010E-11	
1.128E+2	5.434E-1	2.256E-11	
1.131E+2	5.836E-1	1.915E-11	
1.134E+2	6.239E-1	2.338E-11	
1.137E+2	6.642E-1	2.038E-11	
1.140E+2	7.044E-1	2.680E-11	
1.143E+2	7.447E-1	2.571E-11	
1.146E+2	7.849E-1	2.871E-11	
1.149E+2	8.252E-1	2.693E-11	
1.152E+2	8.654E-1	3.022E-11	
1.155E+2	9.057E-1	2.762E-11	
1.158E+2	9.459E-1	3.256E-11	
1.161E+2	9.862E-1	3.212E-11	
1.164E+2	1.026E+0	3.513E-11	
1.167E+2	1.067E+0	2.857E-11	
1.170E+2	1.107E+0	3.418E-11	
1.173E+2	1.147E+0	2.912E-11	
1.176E+2	1.187E+0	3.363E-11	
1.179E+2	1.228E+0	3.390E-11	
1.182E+2	1.268E+0	4.661E-11	
1.185E+2	1.308E+0	3.991E-11	
1.188E+2	1.348E+0	4.784E-11	
1.191E+2	1.389E+0	4.674E-11	
1.194E+2	1.429E+0	5.631E-11	
1.197E+2	1.469E+0	5.289E-11	
1.200E+2	1.509E+0	6.615E-11	
1.203E+2	1.550E+0	7.448E-11	
1.206E+2	1.590E+0	7.967E-11	
1.209E+2	1.630E+0	6.751E-11	
1.212E+2	1.670E+0	6.820E-11	
1.215E+2	1.711E+0	7.230E-11	
1.218E+2	1.751E+0	7.352E-11	
1.227E+2	1.791E+0	5.208E-10	
1.230E+2	1.831E+0	6.296E-10	
1.233E+2	1.872E+0	6.778E-10	
1.236E+2	1.912E+0	7.587E-10	
1.241E+2	1.952E+0	1.787E-9	
1.242E+2	1.992E+0	1.551E-9	
1.245E+2	2.033E+0	2.150E-9	
1.248E+2	2.073E+0	2.484E-9	
1.251E+2	2.113E+0	2.881E-9	
1.254E+2	2.153E+0	2.663E-9	
1.257E+2	2.194E+0	3.675E-9	
1.260E+2	2.234E+0	4.660E-9	
1.263E+2	2.274E+0	7.338E-9	
1.266E+2	2.314E+0	7.366E-9	
1.269E+2	2.355E+0	8.107E-9	
1.272E+2	2.395E+0	7.196E-9	
1.275E+2	2.435E+0	7.499E-9	
1.280E+2	2.475E+0	1.687E-8	
1.281E+2	2.516E+0	1.874E-8	
1.284E+2	2.556E+0	2.203E-8	
1.287E+2	2.596E+0	2.315E-8	
1.290E+2	2.636E+0	2.764E-8	
1.293E+2	2.677E+0	3.172E-8	
1.296E+2	2.717E+0	3.685E-8	
1.299E+2	2.757E+0	3.764E-8	
1.302E+2	2.797E+0	4.544E-8	
1.305E+2	2.838E+0	5.442E-8	
1.308E+2	2.878E+0	7.405E-8	
1.311E+2	2.918E+0	7.457E-8	
1.314E+2	2.958E+0	8.260E-8	
1.318E+2	2.999E+0	1.145E-7	
1.320E+2	3.039E+0	1.314E-7	
1.323E+2	3.079E+0	2.677E-7	
1.326E+2	3.119E+0	2.373E-7	
1.329E+2	3.160E+0	2.821E-7	
1.332E+2	3.200E+0	2.336E-7	
#Sweep: 003
1.335E+2	3.200E+0	2.827E-7	
1.338E+2	3.160E+0	9.123E-7	
1.341E+2	3.119E+0	2.049E-7	
1.344E+2	3.079E+0	2.022E-7	
1.347E+2	3.039E+0	2.096E-7	
1.350E+2	2.999E+0	1.691E-7	
1.353E+2	2.958E+0	1.552E-7	
1.356E+2	2.918E+0	1.516E-7	
1.359E+2	2.878E+0	1.360E-7	
1.362E+2	2.838E+0	1.295E-7	
1.365E+2	2.797E+0	1.195E-7	
1.368E+2	2.757E+0	1.084E-7	
1.371E+2	2.717E+0	1.082E-7	
1.374E+2	2.677E+0	1.041E-7	
1.379E+2	2.636E+0	9.317E-8	
1.380E+2	2.596E+0	9.149E-8	
1.383E+2	2.556E+0	9.166E-8	
1.386E+2	2.516E+0	7.688E-8	
1.389E+2	2.475E+0	7.284E-8	
1.392E+2	2.435E+0	6.284E-8	
1.395E+2	2.395E+0	5.972E-8	
1.398E+2	2.355E+0	6.103E-8	
1.401E+2	2.314E+0	5.562E-8	
1.404E+2	2.274E+0	5.163E-8	
1.407E+2	2.234E+0	4.251E-8	
1.410E+2	2.194E+0	4.243E-8	
1.413E+2	2.153E+0	4.373E-8	
1.416E+2	2.113E+0	3.377E-8	
1.419E+2	2.073E+0	3.279E-8	
1.422E+2	2.033E+0	3.873E-8	
1.425E+2	1.992E+0	3.480E-8	
1.428E+2	1.952E+0	3.199E-8	
1.431E+2	1.912E+0	2.817E-8	
1.434E+2	1.872E+0	2.782E-8	
1.437E+2	1.831E+0	2.728E-8	
1.440E+2	1.791E+0	2.453E-8	
1.443E+2	1.751E+0	2.117E-8	
1.446E+2	1.711E+0	1.901E-8	
1.449E+2	1.670E+0	1.799E-8	
1.452E+2	1.630E+0	1.650E-8	
1.455E+2	1.590E+0	1.309E-8	
1.458E+2	1.550E+0	1.176E-8	
1.461E+2	1.509E+0	1.024E-8	
1.466E+2	1.469E+0	6.854E-9	
1.467E+2	1.429E+0	6.123E-9	
1.470E+2	1.389E+0	5.723E-9	
1.473E+2	1.348E+0	4.379E-9	
1.476E+2	1.308E+0	3.781E-9	
1.479E+2	1.268E+0	3.704E-9	
1.482E+2	1.228E+0	3.460E-9	
1.485E+2	1.187E+0	2.878E-9	
1.488E+2	1.147E+0	2.690E-9	
1.491E+2	1.107E+0	2.277E-9	
1.494E+2	1.067E+0	2.248E-9	
1.497E+2	1.026E+0	1.784E-9	
1.500E+2	9.862E-1	1.697E-9	
1.503E+2	9.459E-1	1.685E-9	
1.506E+2	9.057E-1	1.449E-9	
1.509E+2	8.654E-1	1.371E-9	
1.512E+2	8.252E-1	1.197E-9	
1.523E+2	7.849E-1	9.139E-10	
1.532E+2	7.447E-1	7.216E-10	
1.542E+2	7.044E-1	9.261E-10	
1.545E+2	6.642E-1	7.925E-10	
1.548E+2	6.239E-1	6.849E-10	
1.551E+2	5.836E-1	6.347E-10	
1.554E+2	5.434E-1	4.973E-10	
1.557E+2	5.031E-1	3.444E-10	
1.560E+2	4.629E-1	2.672E-10	
1.563E+2	4.226E-1	1.751E-10	
1.566E+2	3.824E-1	1.083E-10	
1.575E+2	3.421E-1	2.284E-11	
1.578E+2	3.019E-1	2.374E-12	
1.581E+2	2.616E-1	-7.211E-12	
1.584E+2	2.214E-1	-8.447E-12	
1.587E+2	1.811E-1	-1.623E-11	
1.590E+2	1.409E-1	-2.325E-11	
1.593E+2	1.006E-1	-2.909E-11	
1.596E+2	6.038E-2	-3.007E-11	
1.599E+2	2.013E-2	-3.003E-11	
1.602E+2	-2.013E-2	-3.007E-11	
1.605E+2	-6.038E-2	-3.209E-11	
1.608E+2	-1.006E-1	-3.513E-11	
1.611E+2	-1.409E-1	-3.645E-11	
1.614E+2	-1.811E-1	-9.146E-12	
1.617E+2	-2.214E-1	-3.541E-11	
1.620E+2	-2.616E-1	-4.380E-11	
1.623E+2	-3.019E-1	-4.820E-11	
1.626E+2	-3.421E-1	-5.227E-11	
1.629E+2	-3.824E-1	-5.475E-11	
1.632E+2	-4.226E-1	-5.830E-11	
1.635E+2	-4.629E-1	-6.491E-11	
1.638E+2	-5.031E-1	-8.166E-11	
1.647E+2	-5.434E-1	-3.186E-10	
1.650E+2	-5.836E-1	-3.823E-10	
1.653E+2	-6.239E-1	-2.924E-10	
1.656E+2	-6.642E-1	-3.164E-10	
1.659E+2	-7.044E-1	-3.612E-10	
1.662E+2	-7.447E-1	-3.951E-10	
1.665E+2	-7.849E-1	-4.236E-10	
1.668E+2	-8.252E-1	-4.890E-10	
1.671E+2	-8.654E-1	-4.810E-10	
1.674E+2	-9.057E-1	-5.125E-10	
1.677E+2	-9.459E-1	-5.484E-10	
1.680E+2	-9.862E-1	-6.193E-10	
1.683E+2	-1.026E+0	-6.516E-10	
1.686E+2	-1.067E+0	-7.002E-10	
1.689E+2	-1.107E+0	-7.547E-10	
1.692E+2	-1.147E+0	-7.359E-10	
1.695E+2	-1.187E+0	-8.916E-10	
1.698E+2	-1.228E+0	-7.686E-10	
1.701E+2	-1.268E+0	-4.041E-10	
1.704E+2	-1.308E+0	-3.518E-10	
1.707E+2	-1.348E+0	-3.635E-10	
1.710E+2	-1.389E+0	-4.494E-10	
1.713E+2	-1.429E+0	-4.553E-10	
1.716E+2	-1.469E+0	-4.814E-10	
1.719E+2	-1.509E+0	-8.438E-10	
1.724E+2	-1.550E+0	-5.281E-10	
1.731E+2	-1.590E+0	-5.844E-10	
1.734E+2	-1.630E+0	-6.740E-10	
1.737E+2	-1.670E+0	-9.329E-10	
1.740E+2	-1.711E+0	-8.668E-10	
1.745E+2	-1.751E+0	-8.165E-10	
1.746E+2	-1.791E+0	-1.009E-9	
1.749E+2	-1.831E+0	-1.348E-9	
1.752E+2	-1.872E+0	-1.227E-9	
1.761E+2	-1.912E+0	-7.610E-10	
1.764E+2	-1.952E+0	-9.558E-10	
1.769E+2	-1.992E+0	-6.767E-10	
1.776E+2	-2.033E+0	-8.351E-10	
1.779E+2	-2.073E+0	-9.906E-10	
1.784E+2	-2.113E+0	-6.489E-10	
1.793E+2	-2.153E+0	-9.168E-10	
1.802E+2	-2.194E+0	-7.589E-10	
1.811E+2	-2.234E+0	-1.655E-9	
1.812E+2	-2.274E+0	-2.115E-9	
1.815E+2	-2.314E+0	-2.467E-9	
1.818E+2	-2.355E+0	-2.173E-9	
1.821E+2	-2.395E+0	-3.428E-9	
1.824E+2	-2.435E+0	-3.070E-9	
1.827E+2	-2.475E+0	-3.628E-9	
1.830E+2	-2.516E+0	-1.854E-9	
1.833E+2	-2.556E+0	-2.534E-9	
1.836E+2	-2.596E+0	-2.410E-9	
1.839E+2	-2.636E+0	-2.433E-9	
1.842E+2	-2.677E+0	-3.172E-9	
1.845E+2	-2.717E+0	-3.101E-9	
1.848E+2	-2.757E+0	-3.678E-9	
1.851E+2	-2.797E+0	-3.338E-9	
1.854E+2	-2.838E+0	-3.855E-9	
1.857E+2	-2.878E+0	-3.903E-9	
1.860E+2	-2.918E+0	-5.133E-9	
1.863E+2	-2.958E+0	-6.186E-9	
1.866E+2	-2.999E+0	-6.959E-9	
1.869E+2	-3.039E+0	-9.702E-9	
1.874E+2	-3.079E+0	-1.291E-8	
1.875E+2	-3.119E+0	-1.791E-8	
1.878E+2	-3.160E+0	-1.880E-8	
1.881E+2	-3.200E+0	-2.126E-8	
#Sweep: 004
1.884E+2	-3.200E+0	-2.568E-8	
1.887E+2	-3.160E+0	-2.287E-8	
1.890E+2	-3.119E+0	-2.416E-8	
1.893E+2	-3.079E+0	-2.076E-8	
1.896E+2	-3.039E+0	-1.857E-8	
1.899E+2	-2.999E+0	-2.137E-8	
1.902E+2	-2.958E+0	-1.519E-8	
1.905E+2	-2.918E+0	-1.956E-8	
1.908E+2	-2.878E+0	-1.626E-8	
1.911E+2	-2.838E+0	-1.424E-8	
1.914E+2	-2.797E+0	-1.377E-8	
1.917E+2	-2.757E+0	-1.242E-8	
1.920E+2	-2.717E+0	-1.086E-8	
1.923E+2	-2.677E+0	-1.070E-8	
1.928E+2	-2.636E+0	-8.081E-9	
1.929E+2	-2.596E+0	-8.797E-9	
1.932E+2	-2.556E+0	-8.199E-9	
1.935E+2	-2.516E+0	-7.583E-9	
1.938E+2	-2.475E+0	-6.251E-9	
1.941E+2	-2.435E+0	-6.727E-9	
1.944E+2	-2.395E+0	-5.745E-9	
1.947E+2	-2.355E+0	-3.819E-9	
1.950E+2	-2.314E+0	-3.498E-9	
1.953E+2	-2.274E+0	-3.135E-9	
1.956E+2	-2.234E+0	-2.695E-9	
1.959E+2	-2.194E+0	-3.128E-9	
1.962E+2	-2.153E+0	-2.395E-9	
1.965E+2	-2.113E+0	-2.442E-9	
1.968E+2	-2.073E+0	-2.222E-9	
1.971E+2	-2.033E+0	-1.766E-9	
1.974E+2	-1.992E+0	-1.455E-9	
1.977E+2	-1.952E+0	-1.344E-9	
1.980E+2	-1.912E+0	-1.162E-9	
1.983E+2	-1.872E+0	-1.017E-9	
1.994E+2	-1.831E+0	-7.465E-10	
2.001E+2	-1.791E+0	-8.084E-10	
2.004E+2	-1.751E+0	-6.714E-10	
2.007E+2	-1.711E+0	-6.275E-10	
2.010E+2	-1.670E+0	-5.480E-10	
2.013E+2	-1.630E+0	-4.389E-10	
2.016E+2	-1.590E+0	-3.909E-10	
2.019E+2	-1.550E+0	-3.585E-10	
2.022E+2	-1.509E+0	-3.147E-10	
2.025E+2	-1.469E+0	-3.167E-10	
2.028E+2	-1.429E+0	-2.991E-10	
2.031E+2	-1.389E+0	-3.126E-10	
