Time [S]	Voltage [V]	Current [A]	
7.910E+1	-2.797E+0	-2.106E-8	
7.940E+1	-2.757E+0	-2.181E-8	
7.970E+1	-2.717E+0	-1.693E-8	
8.001E+1	-2.677E+0	-2.003E-8	
8.031E+1	-2.636E+0	-1.432E-8	
8.060E+1	-2.596E+0	-1.341E-8	
8.090E+1	-2.556E+0	-1.468E-8	
8.121E+1	-2.516E+0	-1.122E-8	
8.165E+1	-2.475E+0	-5.896E-9	
8.181E+1	-2.435E+0	-5.722E-9	
8.210E+1	-2.395E+0	-5.964E-9	
8.241E+1	-2.355E+0	-5.659E-9	
8.271E+1	-2.314E+0	-4.491E-9	
8.301E+1	-2.274E+0	-3.823E-9	
8.330E+1	-2.234E+0	-3.609E-9	
8.361E+1	-2.194E+0	-2.801E-9	
8.390E+1	-2.153E+0	-2.597E-9	
8.420E+1	-2.113E+0	-2.080E-9	
8.450E+1	-2.073E+0	-1.922E-9	
8.481E+1	-2.033E+0	-1.651E-9	
8.512E+1	-1.992E+0	-1.758E-9	
8.542E+1	-1.952E+0	-1.337E-9	
8.570E+1	-1.912E+0	-1.432E-9	
8.602E+1	-1.872E+0	-1.260E-9	
8.630E+1	-1.831E+0	-1.199E-9	
8.661E+1	-1.791E+0	-1.145E-9	
8.692E+1	-1.751E+0	-1.034E-9	
8.796E+1	-1.711E+0	-9.380E-10	
8.885E+1	-1.670E+0	-1.106E-9	
8.960E+1	-1.630E+0	-8.601E-10	
8.992E+1	-1.590E+0	-7.196E-10	
9.020E+1	-1.550E+0	-5.870E-10	
9.050E+1	-1.509E+0	-4.675E-10	
9.080E+1	-1.469E+0	-3.290E-10	
9.110E+1	-1.429E+0	-2.802E-10	
9.141E+1	-1.389E+0	-2.435E-10	
9.170E+1	-1.348E+0	-2.043E-10	
9.200E+1	-1.308E+0	-1.642E-10	
9.230E+1	-1.268E+0	-1.252E-10	
9.261E+1	-1.228E+0	-1.071E-10	
9.350E+1	-1.187E+0	-4.974E-11	
9.381E+1	-1.147E+0	-2.894E-11	
9.412E+1	-1.107E+0	-8.654E-12	
9.441E+1	-1.067E+0	-1.446E-11	
9.470E+1	-1.026E+0	-1.337E-11	
9.500E+1	-9.862E-1	-7.494E-12	
9.530E+1	-9.459E-1	-7.631E-12	
9.560E+1	-9.057E-1	-5.582E-12	
9.590E+1	-8.654E-1	3.024E-12	
9.621E+1	-8.252E-1	5.483E-12	
9.650E+1	-7.849E-1	2.887E-12	
9.684E+1	-7.447E-1	1.114E-12	
9.710E+1	-7.044E-1	9.855E-12	
9.740E+1	-6.642E-1	1.190E-11	
9.772E+1	-6.239E-1	1.294E-11	
9.804E+1	-5.836E-1	1.067E-11	
9.830E+1	-5.434E-1	1.778E-11	
9.861E+1	-5.031E-1	1.505E-11	
9.892E+1	-4.629E-1	1.667E-11	
9.920E+1	-4.226E-1	1.532E-11	
9.950E+1	-3.824E-1	1.423E-11	
9.981E+1	-3.421E-1	2.010E-11	
1.001E+2	-3.019E-1	1.641E-11	
1.004E+2	-2.616E-1	-4.291E-11	
1.007E+2	-2.214E-1	-4.899E-12	
1.010E+2	-1.811E-1	1.477E-11	
1.013E+2	-1.409E-1	1.559E-11	
1.016E+2	-1.006E-1	1.915E-11	
1.019E+2	-6.038E-2	2.434E-11	
1.022E+2	-2.013E-2	1.806E-11	
1.025E+2	2.013E-2	1.792E-11	
1.028E+2	6.038E-2	2.420E-11	
1.031E+2	1.006E-1	2.161E-11	
1.034E+2	1.409E-1	1.819E-11	
1.037E+2	1.811E-1	1.834E-11	
1.040E+2	2.214E-1	1.942E-11	
1.043E+2	2.616E-1	1.818E-11	
1.046E+2	3.019E-1	2.054E-11	
1.049E+2	3.421E-1	1.948E-11	
1.052E+2	3.824E-1	2.020E-11	
1.055E+2	4.226E-1	1.907E-11	
1.058E+2	4.629E-1	2.637E-11	
1.061E+2	5.031E-1	2.076E-11	
1.064E+2	5.434E-1	2.076E-11	
1.067E+2	5.836E-1	1.927E-11	
1.070E+2	6.239E-1	1.979E-11	
1.073E+2	6.642E-1	1.997E-11	
1.076E+2	7.044E-1	2.284E-11	
1.079E+2	7.447E-1	2.256E-11	
1.082E+2	7.849E-1	2.475E-11	
1.085E+2	8.252E-1	2.602E-11	
1.088E+2	8.654E-1	2.762E-11	
1.091E+2	9.057E-1	2.981E-11	
1.094E+2	9.459E-1	3.090E-11	
1.097E+2	9.862E-1	3.226E-11	
1.100E+2	1.026E+0	3.554E-11	
1.103E+2	1.067E+0	3.896E-11	
1.106E+2	1.107E+0	4.634E-11	
1.109E+2	1.147E+0	4.866E-11	
1.112E+2	1.187E+0	5.891E-11	
1.115E+2	1.228E+0	7.052E-11	
1.118E+2	1.268E+0	7.967E-11	
1.121E+2	1.308E+0	8.420E-11	
1.124E+2	1.348E+0	9.579E-11	
1.133E+2	1.389E+0	3.853E-10	
1.136E+2	1.429E+0	4.966E-10	
1.139E+2	1.469E+0	5.362E-10	
1.142E+2	1.509E+0	5.750E-10	
1.145E+2	1.550E+0	6.264E-10	
1.148E+2	1.590E+0	6.801E-10	
1.151E+2	1.630E+0	8.300E-10	
1.154E+2	1.670E+0	9.592E-10	
1.159E+2	1.711E+0	6.779E-10	
1.168E+2	1.751E+0	7.782E-10	
1.176E+2	1.791E+0	8.661E-10	
1.185E+2	1.831E+0	9.987E-10	
1.187E+2	1.872E+0	1.122E-9	
1.190E+2	1.912E+0	1.209E-9	
1.193E+2	1.952E+0	2.119E-9	
1.196E+2	1.992E+0	4.101E-9	
1.199E+2	2.033E+0	5.169E-9	
1.202E+2	2.073E+0	6.985E-9	
1.205E+2	2.113E+0	8.185E-9	
1.208E+2	2.153E+0	8.756E-9	
1.212E+2	2.194E+0	2.354E-8	
1.214E+2	2.234E+0	2.465E-8	
1.217E+2	2.274E+0	2.538E-8	
1.220E+2	2.314E+0	2.575E-8	
1.223E+2	2.355E+0	2.927E-8	
1.226E+2	2.395E+0	3.785E-8	
1.229E+2	2.435E+0	4.169E-8	
1.232E+2	2.475E+0	3.758E-8	
1.235E+2	2.516E+0	4.560E-8	
1.238E+2	2.556E+0	6.138E-8	
1.241E+2	2.596E+0	6.527E-8	
1.244E+2	2.636E+0	7.843E-8	
1.248E+2	2.677E+0	9.612E-8	
1.250E+2	2.717E+0	1.164E-7	
1.253E+2	2.757E+0	1.477E-7	
1.256E+2	2.797E+0	1.675E-7	
1.259E+2	2.838E+0	2.421E-7	
1.262E+2	2.878E+0	2.882E-7	
1.265E+2	2.918E+0	3.377E-7	
1.268E+2	2.958E+0	3.930E-7	
1.271E+2	2.999E+0	3.091E-7	
1.274E+2	3.039E+0	4.209E-7	
1.277E+2	3.079E+0	4.761E-7	
1.280E+2	3.119E+0	6.019E-7	
1.283E+2	3.160E+0	5.455E-7	
1.290E+2	3.200E+0	1.000E-2	
#Sweep: 003
1.292E+2	3.200E+0	1.000E-2	
1.295E+2	3.160E+0	1.000E-2	
1.298E+2	3.119E+0	1.000E-2	
1.301E+2	3.079E+0	1.000E-2	
1.304E+2	3.039E+0	1.000E-2	
1.307E+2	2.999E+0	1.000E-2	
1.310E+2	2.958E+0	1.000E-2	
1.313E+2	2.918E+0	1.000E-2	
1.316E+2	2.878E+0	1.000E-2	
1.319E+2	2.838E+0	1.000E-2	
1.322E+2	2.797E+0	1.000E-2	
1.325E+2	2.757E+0	1.000E-2	
1.328E+2	2.717E+0	1.000E-2	
1.331E+2	2.677E+0	9.848E-3	
1.334E+2	2.636E+0	9.672E-3	
1.337E+2	2.596E+0	9.488E-3	
1.340E+2	2.556E+0	9.307E-3	
1.343E+2	2.516E+0	9.122E-3	
1.346E+2	2.475E+0	8.933E-3	
1.349E+2	2.435E+0	8.746E-3	
1.352E+2	2.395E+0	8.557E-3	
1.355E+2	2.355E+0	8.366E-3	
1.358E+2	2.314E+0	8.176E-3	
1.361E+2	2.274E+0	7.984E-3	
1.364E+2	2.234E+0	7.785E-3	
1.367E+2	2.194E+0	7.587E-3	
1.370E+2	2.153E+0	7.387E-3	
1.373E+2	2.113E+0	7.183E-3	
1.376E+2	2.073E+0	6.975E-3	
1.379E+2	2.033E+0	6.767E-3	
1.382E+2	1.992E+0	6.554E-3	
1.385E+2	1.952E+0	6.342E-3	
1.388E+2	1.912E+0	6.132E-3	
1.391E+2	1.872E+0	5.921E-3	
1.394E+2	1.831E+0	5.711E-3	
1.397E+2	1.791E+0	5.501E-3	
1.400E+2	1.751E+0	5.292E-3	
1.403E+2	1.711E+0	5.082E-3	
1.406E+2	1.670E+0	4.876E-3	
1.409E+2	1.630E+0	4.669E-3	
1.412E+2	1.590E+0	4.467E-3	
1.415E+2	1.550E+0	4.265E-3	
1.418E+2	1.509E+0	4.067E-3	
1.421E+2	1.469E+0	3.871E-3	
1.424E+2	1.429E+0	3.677E-3	
1.427E+2	1.389E+0	3.488E-3	
1.430E+2	1.348E+0	3.301E-3	
1.433E+2	1.308E+0	3.117E-3	
1.436E+2	1.268E+0	2.938E-3	
1.439E+2	1.228E+0	2.763E-3	
1.442E+2	1.187E+0	2.593E-3	
1.445E+2	1.147E+0	2.428E-3	
1.448E+2	1.107E+0	2.267E-3	
1.451E+2	1.067E+0	2.111E-3	
1.454E+2	1.026E+0	1.960E-3	
1.457E+2	9.862E-1	1.814E-3	
1.460E+2	9.459E-1	1.674E-3	
1.463E+2	9.057E-1	1.540E-3	
1.466E+2	8.654E-1	1.412E-3	
1.469E+2	8.252E-1	1.288E-3	
1.472E+2	7.849E-1	1.173E-3	
1.475E+2	7.447E-1	1.061E-3	
1.479E+2	7.044E-1	9.556E-4	
1.481E+2	6.642E-1	8.562E-4	
1.484E+2	6.239E-1	7.625E-4	
1.487E+2	5.836E-1	6.769E-4	
1.490E+2	5.434E-1	5.947E-4	
1.493E+2	5.031E-1	5.200E-4	
1.496E+2	4.629E-1	4.500E-4	
1.499E+2	4.226E-1	3.857E-4	
1.502E+2	3.824E-1	3.273E-4	
1.505E+2	3.421E-1	2.745E-4	
1.508E+2	3.019E-1	2.259E-4	
1.511E+2	2.616E-1	1.832E-4	
1.514E+2	2.214E-1	1.456E-4	
1.517E+2	1.811E-1	1.118E-4	
1.521E+2	1.409E-1	8.203E-5	
1.523E+2	1.006E-1	5.608E-5	
1.526E+2	6.038E-2	3.278E-5	
1.529E+2	2.013E-2	1.087E-5	
1.532E+2	-2.013E-2	-1.120E-5	
1.535E+2	-6.038E-2	-3.524E-5	
1.538E+2	-1.006E-1	-6.251E-5	
1.541E+2	-1.409E-1	-9.348E-5	
1.545E+2	-1.811E-1	-1.274E-4	
1.547E+2	-2.214E-1	-1.652E-4	
1.550E+2	-2.616E-1	-2.058E-4	
1.553E+2	-3.019E-1	-2.495E-4	
1.556E+2	-3.421E-1	-2.967E-4	
1.559E+2	-3.824E-1	-3.490E-4	
1.562E+2	-4.226E-1	-4.046E-4	
1.565E+2	-4.629E-1	-4.654E-4	
1.568E+2	-5.031E-1	-5.303E-4	
1.571E+2	-5.434E-1	-6.009E-4	
1.574E+2	-5.836E-1	-6.760E-4	
1.577E+2	-6.239E-1	-7.543E-4	
1.580E+2	-6.642E-1	-8.362E-4	
1.583E+2	-7.044E-1	-9.212E-4	
1.587E+2	-7.447E-1	-1.007E-3	
1.589E+2	-7.849E-1	-1.107E-3	
1.592E+2	-8.252E-1	-1.210E-3	
1.595E+2	-8.654E-1	-1.320E-3	
1.598E+2	-9.057E-1	-1.434E-3	
1.601E+2	-9.459E-1	-1.555E-3	
1.604E+2	-9.862E-1	-1.681E-3	
1.607E+2	-1.026E+0	-1.812E-3	
1.610E+2	-1.067E+0	-1.947E-3	
1.613E+2	-1.107E+0	-2.083E-3	
1.616E+2	-1.147E+0	-2.227E-3	
1.619E+2	-1.187E+0	-2.373E-3	
1.622E+2	-1.228E+0	-2.520E-3	
1.625E+2	-1.268E+0	-2.667E-3	
1.628E+2	-1.308E+0	-2.821E-3	
1.631E+2	-1.348E+0	-2.977E-3	
1.634E+2	-1.389E+0	-3.137E-3	
1.637E+2	-1.429E+0	-3.286E-3	
1.640E+2	-1.469E+0	-3.434E-3	
1.643E+2	-1.509E+0	-3.571E-3	
1.646E+2	-1.550E+0	-3.715E-3	
1.649E+2	-1.590E+0	-3.836E-3	
1.652E+2	-1.630E+0	-3.952E-3	
1.655E+2	-1.670E+0	-4.049E-3	
1.658E+2	-1.711E+0	-4.127E-3	
1.661E+2	-1.751E+0	-4.171E-3	
1.664E+2	-1.791E+0	-4.222E-3	
1.667E+2	-1.831E+0	-4.248E-3	
1.670E+2	-1.872E+0	-4.311E-3	
1.673E+2	-1.912E+0	-4.394E-3	
1.676E+2	-1.952E+0	-4.498E-3	
1.679E+2	-1.992E+0	-4.635E-3	
1.682E+2	-2.033E+0	-4.800E-3	
1.685E+2	-2.073E+0	-5.012E-3	
1.688E+2	-2.113E+0	-5.243E-3	
1.691E+2	-2.153E+0	-5.511E-3	
1.694E+2	-2.194E+0	-5.782E-3	
1.697E+2	-2.234E+0	-6.072E-3	
1.700E+2	-2.274E+0	-3.479E-3	
1.706E+2	-2.314E+0	-5.014E-9	
1.709E+2	-2.355E+0	-3.886E-9	
1.712E+2	-2.395E+0	-3.863E-9	
1.715E+2	-2.435E+0	-4.198E-9	
1.718E+2	-2.475E+0	-6.182E-9	
1.721E+2	-2.516E+0	-6.542E-9	
1.724E+2	-2.556E+0	-6.569E-9	
1.727E+2	-2.596E+0	-7.662E-9	
1.730E+2	-2.636E+0	-6.847E-9	
1.733E+2	-2.677E+0	-8.850E-9	
1.736E+2	-2.717E+0	-7.528E-9	
1.740E+2	-2.757E+0	-1.752E-8	
1.742E+2	-2.797E+0	-2.049E-8	
1.745E+2	-2.838E+0	-2.766E-8	
1.748E+2	-2.878E+0	-2.914E-8	
1.751E+2	-2.918E+0	-3.080E-8	
1.754E+2	-2.958E+0	-2.799E-8	
1.757E+2	-2.999E+0	-2.526E-8	
1.760E+2	-3.039E+0	-2.682E-8	
1.763E+2	-3.079E+0	-3.691E-8	
1.766E+2	-3.119E+0	-5.003E-8	
1.769E+2	-3.160E+0	-6.237E-8	
1.772E+2	-3.200E+0	-6.686E-8	
#Sweep: 004
1.775E+2	-3.200E+0	-6.942E-8	
1.778E+2	-3.160E+0	-7.949E-8	
1.782E+2	-3.119E+0	-3.744E-7	
1.789E+2	-3.079E+0	-8.078E-8	
1.790E+2	-3.039E+0	-8.168E-8	
1.793E+2	-2.999E+0	-3.698E-8	
1.796E+2	-2.958E+0	-3.348E-8	
1.799E+2	-2.918E+0	-4.204E-8	
1.802E+2	-2.878E+0	-3.780E-8	
1.805E+2	-2.838E+0	-2.623E-8	
1.808E+2	-2.797E+0	-2.743E-8	
1.811E+2	-2.757E+0	-4.326E-8	
1.814E+2	-2.717E+0	-2.872E-8	
1.817E+2	-2.677E+0	-2.133E-8	
1.820E+2	-2.636E+0	-1.624E-8	
1.823E+2	-2.596E+0	-1.694E-8	
1.826E+2	-2.556E+0	-1.724E-8	
1.829E+2	-2.516E+0	-1.777E-8	
1.832E+2	-2.475E+0	-1.390E-8	
1.835E+2	-2.435E+0	-1.215E-8	
1.840E+2	-2.395E+0	-8.023E-9	
1.844E+2	-2.355E+0	-5.118E-9	
1.847E+2	-2.314E+0	-5.813E-9	
1.850E+2	-2.274E+0	-3.586E-9	
1.853E+2	-2.234E+0	-3.077E-9	
1.856E+2	-2.194E+0	-2.861E-9	
1.859E+2	-2.153E+0	-2.506E-9	
1.862E+2	-2.113E+0	-2.367E-9	
1.865E+2	-2.073E+0	-2.425E-9	
1.868E+2	-2.033E+0	-2.023E-9	
1.871E+2	-1.992E+0	-2.068E-9	
1.874E+2	-1.952E+0	-1.705E-9	
1.877E+2	-1.912E+0	-1.368E-9	
1.880E+2	-1.872E+0	-1.249E-9	
1.883E+2	-1.831E+0	-1.333E-9	
1.886E+2	-1.791E+0	-1.157E-9	
1.889E+2	-1.751E+0	-1.088E-9	
1.900E+2	-1.711E+0	-9.383E-10	
1.912E+2	-1.670E+0	-8.151E-10	
1.919E+2	-1.630E+0	-9.772E-10	
1.922E+2	-1.590E+0	-8.623E-10	
1.925E+2	-1.550E+0	-7.511E-10	
1.928E+2	-1.509E+0	-6.598E-10	
1.931E+2	-1.469E+0	-6.306E-10	
1.934E+2	-1.429E+0	-5.926E-10	
1.937E+2	-1.389E+0	-5.171E-10	
1.940E+2	-1.348E+0	-3.926E-10	
