Time [S]	Voltage [V]	Current [A]	
#Sweep: 000
2.963E+2	1.640E+0	1.405E-8	
2.966E+2	1.600E+0	1.268E-8	
2.969E+2	1.560E+0	1.185E-8	
2.972E+2	1.520E+0	1.155E-8	
2.975E+2	1.480E+0	1.263E-8	
2.978E+2	1.440E+0	1.159E-8	
2.983E+2	1.400E+0	6.658E-9	
2.984E+2	1.360E+0	6.351E-9	
2.987E+2	1.320E+0	5.545E-9	
2.990E+2	1.280E+0	5.942E-9	
2.993E+2	1.240E+0	5.632E-9	
2.996E+2	1.200E+0	4.530E-9	
2.999E+2	1.160E+0	4.617E-9	
3.002E+2	1.120E+0	3.876E-9	
3.005E+2	1.080E+0	3.219E-9	
3.008E+2	1.040E+0	2.860E-9	
3.011E+2	1.000E+0	2.855E-9	
3.014E+2	9.600E-1	2.695E-9	
3.017E+2	9.200E-1	2.258E-9	
3.020E+2	8.800E-1	2.266E-9	
3.023E+2	8.400E-1	1.829E-9	
3.026E+2	8.000E-1	1.743E-9	
3.029E+2	7.600E-1	1.232E-9	
3.032E+2	7.200E-1	1.351E-9	
3.035E+2	6.800E-1	1.025E-9	
3.038E+2	6.400E-1	1.119E-9	
3.049E+2	6.000E-1	7.746E-10	
3.058E+2	5.600E-1	7.720E-10	
3.067E+2	5.200E-1	7.081E-10	
3.074E+2	4.800E-1	9.481E-10	
3.077E+2	4.400E-1	7.955E-10	
3.080E+2	4.000E-1	6.603E-10	
3.083E+2	3.600E-1	5.447E-10	
3.086E+2	3.200E-1	4.078E-10	
3.089E+2	2.800E-1	3.016E-10	
3.092E+2	2.400E-1	2.282E-10	
3.095E+2	2.000E-1	1.364E-10	
3.104E+2	1.600E-1	9.309E-12	
3.107E+2	1.200E-1	-1.255E-11	
3.110E+2	8.000E-2	-2.020E-11	
3.113E+2	4.000E-2	-2.361E-11	
3.116E+2	-2.123E-15	-2.662E-11	
3.119E+2	-4.000E-2	-2.880E-11	
3.122E+2	-8.000E-2	-2.894E-11	
3.125E+2	-1.200E-1	-2.976E-11	
3.128E+2	-1.600E-1	-3.249E-11	
3.131E+2	-2.000E-1	-3.058E-11	
3.134E+2	-2.400E-1	-3.085E-11	
3.137E+2	-2.800E-1	-3.249E-11	
3.140E+2	-3.200E-1	-3.304E-11	
3.143E+2	-3.600E-1	-3.426E-11	
3.146E+2	-4.000E-1	-3.782E-11	
3.149E+2	-4.400E-1	-3.782E-11	
3.152E+2	-4.800E-1	-3.837E-11	
3.155E+2	-5.200E-1	-3.946E-11	
3.158E+2	-5.600E-1	-3.986E-11	
3.161E+2	-6.000E-1	-4.137E-11	
3.164E+2	-6.400E-1	-4.164E-11	
3.167E+2	-6.800E-1	-4.519E-11	
3.176E+2	-7.200E-1	-9.574E-11	
3.179E+2	-7.600E-1	-1.408E-10	
3.182E+2	-8.000E-1	-1.511E-10	
3.185E+2	-8.400E-1	-2.199E-10	
3.188E+2	-8.800E-1	-1.831E-10	
3.191E+2	-9.200E-1	-1.620E-10	
3.194E+2	-9.600E-1	-2.303E-10	
3.198E+2	-1.000E+0	-1.926E-10	
3.200E+2	-1.040E+0	-1.910E-10	
3.203E+2	-1.080E+0	-1.882E-10	
3.206E+2	-1.120E+0	-1.549E-10	
3.209E+2	-1.160E+0	-1.462E-10	
3.212E+2	-1.200E+0	-1.058E-10	
3.215E+2	-1.240E+0	-1.263E-10	
3.218E+2	-1.280E+0	-1.081E-10	
3.221E+2	-1.320E+0	-1.038E-10	
3.224E+2	-1.360E+0	-1.059E-10	
3.227E+2	-1.400E+0	-1.102E-10	
3.230E+2	-1.440E+0	-1.384E-10	
3.233E+2	-1.480E+0	-1.155E-10	
3.236E+2	-1.520E+0	-1.343E-10	
3.239E+2	-1.560E+0	-1.310E-10	
3.242E+2	-1.600E+0	-1.539E-10	
3.245E+2	-1.640E+0	-1.438E-10	
3.248E+2	-1.680E+0	-1.436E-10	
3.251E+2	-1.720E+0	-1.539E-10	
3.254E+2	-1.760E+0	-1.751E-10	
3.257E+2	-1.800E+0	-2.617E-10	
3.260E+2	-1.840E+0	-2.224E-10	
3.263E+2	-1.880E+0	-2.069E-10	
3.266E+2	-1.920E+0	-2.168E-10	
3.269E+2	-1.960E+0	-2.275E-10	
3.272E+2	-2.000E+0	-2.773E-10	
3.275E+2	-2.040E+0	-3.641E-10	
3.278E+2	-2.080E+0	-2.950E-10	
3.281E+2	-2.120E+0	-3.080E-10	
3.284E+2	-2.160E+0	-3.563E-10	
3.287E+2	-2.200E+0	-5.193E-10	
3.290E+2	-2.240E+0	-5.121E-10	
3.293E+2	-2.280E+0	-7.023E-10	
3.296E+2	-2.320E+0	-8.433E-10	
3.299E+2	-2.360E+0	-9.956E-10	
3.304E+2	-2.400E+0	-6.823E-10	
3.313E+2	-2.440E+0	-8.653E-10	
3.322E+2	-2.480E+0	-1.115E-9	
3.323E+2	-2.520E+0	-1.370E-9	
3.326E+2	-2.560E+0	-1.198E-9	
3.329E+2	-2.600E+0	-1.728E-9	
3.332E+2	-2.640E+0	-1.878E-9	
3.335E+2	-2.680E+0	-2.009E-9	
3.338E+2	-2.720E+0	-3.818E-9	
3.341E+2	-2.760E+0	-3.471E-9	
3.344E+2	-2.800E+0	-3.528E-9	
3.347E+2	-2.840E+0	-7.182E-9	
3.350E+2	-2.880E+0	-7.679E-9	
3.353E+2	-2.920E+0	-9.826E-9	
3.358E+2	-2.960E+0	-1.977E-8	
3.359E+2	-3.000E+0	-2.098E-8	
3.362E+2	-3.040E+0	-1.059E-8	
3.365E+2	-3.080E+0	-1.653E-8	
3.368E+2	-3.120E+0	-1.830E-8	
3.371E+2	-3.160E+0	-1.653E-8	
3.374E+2	-3.200E+0	-2.746E-8	
#Sweep: 007
3.377E+2	-3.200E+0	-2.659E-8	
3.380E+2	-3.160E+0	-2.442E-8	
3.383E+2	-3.120E+0	-1.975E-8	
3.386E+2	-3.080E+0	-2.045E-8	
3.389E+2	-3.040E+0	-3.119E-8	
3.392E+2	-3.000E+0	-1.361E-8	
3.395E+2	-2.960E+0	-1.411E-8	
3.398E+2	-2.920E+0	-1.171E-8	
3.403E+2	-2.880E+0	-5.727E-9	
3.404E+2	-2.840E+0	-5.490E-9	
3.407E+2	-2.800E+0	-4.282E-9	
3.410E+2	-2.760E+0	-4.261E-9	
3.413E+2	-2.720E+0	-3.595E-9	
3.416E+2	-2.680E+0	-3.197E-9	
3.419E+2	-2.640E+0	-3.135E-9	
3.422E+2	-2.600E+0	-2.937E-9	
3.425E+2	-2.560E+0	-2.693E-9	
3.428E+2	-2.520E+0	-3.111E-9	
3.431E+2	-2.480E+0	-3.690E-9	
3.434E+2	-2.440E+0	-3.036E-9	
3.437E+2	-2.400E+0	-2.384E-9	
3.440E+2	-2.360E+0	-2.022E-9	
3.443E+2	-2.320E+0	-1.645E-9	
3.446E+2	-2.280E+0	-1.459E-9	
3.449E+2	-2.240E+0	-1.278E-9	
3.452E+2	-2.200E+0	-1.476E-9	
3.455E+2	-2.160E+0	-1.176E-9	
3.466E+2	-2.120E+0	-7.684E-10	
3.475E+2	-2.080E+0	-7.976E-10	
3.482E+2	-2.040E+0	-8.790E-10	
3.485E+2	-2.000E+0	-7.130E-10	
3.488E+2	-1.960E+0	-6.277E-10	
3.491E+2	-1.920E+0	-5.424E-10	
3.494E+2	-1.880E+0	-4.035E-10	
3.497E+2	-1.840E+0	-3.134E-10	
3.500E+2	-1.800E+0	-2.419E-10	
3.503E+2	-1.760E+0	-1.985E-10	
3.506E+2	-1.720E+0	-1.853E-10	
3.509E+2	-1.680E+0	-1.499E-10	
3.512E+2	-1.640E+0	-1.350E-10	
3.515E+2	-1.600E+0	-1.229E-10	
3.518E+2	-1.560E+0	-6.375E-10	
3.521E+2	-1.520E+0	-1.246E-10	
3.530E+2	-1.480E+0	-3.071E-11	
3.533E+2	-1.440E+0	-1.173E-11	
3.536E+2	-1.400E+0	-9.399E-12	
3.539E+2	-1.360E+0	-7.357E-12	
3.542E+2	-1.320E+0	-5.991E-12	
3.545E+2	-1.280E+0	-4.079E-12	
3.548E+2	-1.240E+0	-6.639E-13	
3.551E+2	-1.200E+0	-6.581E-13	
3.554E+2	-1.160E+0	1.261E-12	
3.557E+2	-1.120E+0	3.321E-12	
3.560E+2	-1.080E+0	1.427E-12	
3.563E+2	-1.040E+0	4.031E-12	
3.566E+2	-1.000E+0	2.052E-12	
3.569E+2	-9.600E-1	4.748E-12	
3.572E+2	-9.200E-1	7.659E-12	
3.575E+2	-8.800E-1	8.550E-12	
3.578E+2	-8.400E-1	7.832E-12	
3.581E+2	-8.000E-1	8.552E-12	
3.584E+2	-7.600E-1	9.320E-12	
3.587E+2	-7.200E-1	9.624E-12	
3.590E+2	-6.800E-1	9.691E-12	
3.593E+2	-6.400E-1	1.041E-11	
3.596E+2	-6.000E-1	1.066E-11	
3.599E+2	-5.600E-1	1.112E-11	
3.602E+2	-5.200E-1	1.061E-11	
3.605E+2	-4.800E-1	1.075E-11	
3.608E+2	-4.400E-1	1.031E-11	
3.611E+2	-4.000E-1	1.139E-11	
3.614E+2	-3.600E-1	1.103E-11	
3.617E+2	-3.200E-1	4.940E-12	
3.620E+2	-2.800E-1	1.027E-11	
3.623E+2	-2.400E-1	1.232E-11	
3.626E+2	-2.000E-1	1.136E-11	
3.629E+2	-1.600E-1	1.136E-11	
3.632E+2	-1.200E-1	1.163E-11	
3.635E+2	-8.000E-2	1.300E-11	
3.638E+2	-4.000E-2	1.204E-11	
3.641E+2	-2.123E-15	1.191E-11	
3.644E+2	4.000E-2	1.204E-11	
3.647E+2	8.000E-2	1.204E-11	
3.650E+2	1.200E-1	1.273E-11	
3.653E+2	1.600E-1	1.136E-11	
3.656E+2	2.000E-1	1.163E-11	
3.659E+2	2.400E-1	1.245E-11	
3.662E+2	2.800E-1	1.259E-11	
3.665E+2	3.200E-1	1.273E-11	
3.668E+2	3.600E-1	1.218E-11	
3.671E+2	4.000E-1	1.259E-11	
3.674E+2	4.400E-1	1.314E-11	
3.677E+2	4.800E-1	1.273E-11	
3.680E+2	5.200E-1	1.314E-11	
3.683E+2	5.600E-1	1.245E-11	
3.686E+2	6.000E-1	1.286E-11	
3.689E+2	6.400E-1	1.300E-11	
3.692E+2	6.800E-1	1.300E-11	
3.695E+2	7.200E-1	1.300E-11	
3.698E+2	7.600E-1	1.355E-11	
3.701E+2	8.000E-1	1.368E-11	
3.704E+2	8.400E-1	1.396E-11	
3.707E+2	8.800E-1	1.464E-11	
3.710E+2	9.200E-1	1.491E-11	
3.713E+2	9.600E-1	1.409E-11	
3.716E+2	1.000E+0	1.546E-11	
3.719E+2	1.040E+0	1.614E-11	
3.722E+2	1.080E+0	1.614E-11	
3.725E+2	1.120E+0	1.710E-11	
3.728E+2	1.160E+0	1.710E-11	
3.731E+2	1.200E+0	1.778E-11	
3.734E+2	1.240E+0	1.874E-11	
3.737E+2	1.280E+0	1.901E-11	
3.740E+2	1.320E+0	1.983E-11	
3.743E+2	1.360E+0	2.175E-11	
3.746E+2	1.400E+0	2.215E-11	
3.749E+2	1.440E+0	2.311E-11	
3.752E+2	1.480E+0	2.099E-11	
3.755E+2	1.520E+0	2.571E-11	
3.758E+2	1.560E+0	2.694E-11	
3.761E+2	1.600E+0	2.735E-11	
3.764E+2	1.640E+0	2.885E-11	
3.767E+2	1.680E+0	2.776E-11	
3.770E+2	1.720E+0	2.735E-11	
3.773E+2	1.760E+0	2.981E-11	
3.776E+2	1.800E+0	3.199E-11	
3.779E+2	1.840E+0	3.336E-11	
3.782E+2	1.880E+0	3.513E-11	
3.785E+2	1.920E+0	3.623E-11	
3.788E+2	1.960E+0	3.896E-11	
3.791E+2	2.000E+0	4.347E-11	
3.794E+2	2.040E+0	5.126E-11	
3.797E+2	2.080E+0	4.620E-11	
3.800E+2	2.120E+0	4.483E-11	
3.803E+2	2.160E+0	4.907E-11	
3.806E+2	2.200E+0	5.563E-11	
3.809E+2	2.240E+0	7.913E-11	
3.818E+2	2.280E+0	3.902E-10	
3.821E+2	2.320E+0	4.652E-10	
3.824E+2	2.360E+0	5.437E-10	
3.827E+2	2.400E+0	5.488E-10	
3.830E+2	2.440E+0	6.654E-10	
3.833E+2	2.480E+0	9.759E-10	
3.838E+2	2.520E+0	4.809E-10	
3.845E+2	2.560E+0	8.394E-10	
3.848E+2	2.600E+0	8.430E-10	
3.851E+2	2.640E+0	9.359E-10	
3.854E+2	2.680E+0	8.761E-10	
3.859E+2	2.720E+0	9.691E-10	
3.860E+2	2.760E+0	1.297E-9	
3.863E+2	2.800E+0	1.790E-9	
3.866E+2	2.840E+0	2.382E-9	
3.869E+2	2.880E+0	3.218E-9	
3.872E+2	2.920E+0	3.389E-9	
3.875E+2	2.960E+0	5.764E-9	
3.878E+2	3.000E+0	5.379E-9	
3.881E+2	3.040E+0	5.780E-9	
3.884E+2	3.080E+0	9.930E-9	
3.889E+2	3.120E+0	1.820E-8	
3.890E+2	3.160E+0	2.869E-8	
3.893E+2	3.200E+0	5.196E-8	
#Sweep: 008
3.896E+2	3.200E+0	8.379E-8	
3.899E+2	3.160E+0	4.732E-8	
3.902E+2	3.120E+0	5.582E-8	
3.905E+2	3.080E+0	5.078E-8	
3.908E+2	3.040E+0	4.147E-8	
3.911E+2	3.000E+0	3.747E-8	
3.914E+2	2.960E+0	3.236E-8	
3.917E+2	2.920E+0	4.640E-8	
3.920E+2	2.880E+0	5.607E-8	
3.923E+2	2.840E+0	5.557E-8	
3.926E+2	2.800E+0	4.626E-8	
3.929E+2	2.760E+0	3.737E-8	
3.932E+2	2.720E+0	3.609E-8	
3.935E+2	2.680E+0	2.977E-8	
3.938E+2	2.640E+0	3.519E-8	
3.941E+2	2.600E+0	5.429E-8	
3.944E+2	2.560E+0	4.534E-8	
3.947E+2	2.520E+0	4.568E-8	
3.950E+2	2.480E+0	4.146E-8	
3.953E+2	2.440E+0	3.556E-8	
3.956E+2	2.400E+0	3.344E-8	
3.959E+2	2.360E+0	3.488E-8	
3.962E+2	2.320E+0	3.024E-8	
3.965E+2	2.280E+0	3.309E-8	
3.968E+2	2.240E+0	3.119E-8	
3.971E+2	2.200E+0	2.880E-8	
3.974E+2	2.160E+0	2.672E-8	
3.977E+2	2.120E+0	2.442E-8	
3.980E+2	2.080E+0	2.720E-8	
3.983E+2	2.040E+0	2.900E-8	
3.986E+2	2.000E+0	2.747E-8	
3.989E+2	1.960E+0	2.577E-8	
3.992E+2	1.920E+0	1.251E-8	
3.995E+2	1.880E+0	1.043E-8	
4.000E+2	1.840E+0	6.210E-9	
4.001E+2	1.800E+0	5.837E-9	
4.004E+2	1.760E+0	5.296E-9	
4.007E+2	1.720E+0	5.133E-9	
4.010E+2	1.680E+0	4.898E-9	
4.013E+2	1.640E+0	4.171E-9	
4.016E+2	1.600E+0	4.596E-9	
4.019E+2	1.560E+0	4.688E-9	
4.022E+2	1.520E+0	3.756E-9	
4.025E+2	1.480E+0	2.996E-9	
4.028E+2	1.440E+0	2.652E-9	
4.031E+2	1.400E+0	2.190E-9	
4.034E+2	1.360E+0	2.082E-9	
4.037E+2	1.320E+0	1.886E-9	
4.040E+2	1.280E+0	1.869E-9	
4.043E+2	1.240E+0	2.086E-9	
4.046E+2	1.200E+0	2.008E-9	
4.049E+2	1.160E+0	1.692E-9	
4.052E+2	1.120E+0	1.483E-9	
4.055E+2	1.080E+0	1.070E-9	
4.058E+2	1.040E+0	1.100E-9	
4.069E+2	1.000E+0	9.278E-10	
4.070E+2	9.600E-1	1.235E-9	
4.081E+2	9.200E-1	6.926E-10	
4.090E+2	8.800E-1	6.216E-10	
4.099E+2	8.400E-1	1.219E-9	
4.100E+2	8.000E-1	1.078E-9	
4.109E+2	7.600E-1	9.463E-10	
4.112E+2	7.200E-1	7.557E-10	
4.115E+2	6.800E-1	6.351E-10	
4.118E+2	6.400E-1	6.150E-10	
4.121E+2	6.000E-1	5.370E-10	
4.124E+2	5.600E-1	4.656E-10	
4.127E+2	5.200E-1	3.785E-10	
4.130E+2	4.800E-1	3.111E-10	
4.133E+2	4.400E-1	2.588E-10	
4.136E+2	4.000E-1	1.339E-10	
4.145E+2	3.600E-1	1.819E-11	
4.148E+2	3.200E-1	-3.802E-12	
4.151E+2	2.800E-1	-1.200E-11	
4.154E+2	2.400E-1	-1.582E-11	
4.157E+2	2.000E-1	-2.047E-11	
4.160E+2	1.600E-1	-2.101E-11	
4.163E+2	1.200E-1	-2.210E-11	
4.166E+2	8.000E-2	-2.429E-11	
4.169E+2	4.000E-2	-2.443E-11	
4.172E+2	-2.123E-15	-2.497E-11	
4.175E+2	-4.000E-2	-2.525E-11	
4.178E+2	-8.000E-2	-2.702E-11	
4.181E+2	-1.200E-1	-2.880E-11	
4.184E+2	-1.600E-1	-3.016E-11	
4.187E+2	-2.000E-1	-3.412E-11	
4.190E+2	-2.400E-1	-3.412E-11	
4.193E+2	-2.800E-1	-3.590E-11	
4.196E+2	-3.200E-1	-3.918E-11	
4.199E+2	-3.600E-1	-4.082E-11	
4.202E+2	-4.000E-1	-4.450E-11	
4.205E+2	-4.400E-1	-4.970E-11	
4.208E+2	-4.800E-1	-5.639E-11	
4.211E+2	-5.200E-1	-8.329E-11	
4.215E+2	-5.600E-1	-7.169E-11	
4.217E+2	-6.000E-1	-8.125E-11	
4.220E+2	-6.400E-1	-7.401E-11	
4.223E+2	-6.800E-1	-8.316E-11	
4.226E+2	-7.200E-1	-7.906E-11	
4.229E+2	-7.600E-1	-6.568E-11	
4.232E+2	-8.000E-1	-6.221E-11	
4.235E+2	-8.400E-1	-7.223E-11	
4.238E+2	-8.800E-1	-6.854E-11	
4.241E+2	-9.200E-1	-7.428E-11	
4.244E+2	-9.600E-1	-6.609E-11	
4.247E+2	-1.000E+0	-5.448E-11	
4.250E+2	-1.040E+0	-5.051E-11	
4.253E+2	-1.080E+0	-5.092E-11	
4.256E+2	-1.120E+0	-4.874E-11	
4.259E+2	-1.160E+0	-5.530E-11	
4.262E+2	-1.200E+0	-5.065E-11	
4.265E+2	-1.240E+0	-5.434E-11	
4.268E+2	-1.280E+0	-7.005E-11	
4.271E+2	-1.320E+0	-6.308E-11	
4.274E+2	-1.360E+0	-6.185E-11	
4.277E+2	-1.400E+0	-6.636E-11	
4.280E+2	-1.440E+0	-6.964E-11	
4.283E+2	-1.480E+0	-7.155E-11	
4.286E+2	-1.520E+0	-7.442E-11	
4.289E+2	-1.560E+0	-7.906E-11	
4.292E+2	-1.600E+0	-7.961E-11	
4.295E+2	-1.640E+0	-8.507E-11	
4.298E+2	-1.680E+0	-6.868E-11	
4.301E+2	-1.720E+0	-6.609E-11	
4.304E+2	-1.760E+0	-6.977E-11	
4.307E+2	-1.800E+0	-7.305E-11	
4.310E+2	-1.840E+0	-9.832E-11	
4.313E+2	-1.880E+0	-9.682E-11	
4.322E+2	-1.920E+0	-3.319E-10	
4.325E+2	-1.960E+0	-4.282E-10	
4.328E+2	-2.000E+0	-4.217E-10	
4.331E+2	-2.040E+0	-4.975E-10	
4.334E+2	-2.080E+0	-4.959E-10	
4.337E+2	-2.120E+0	-7.266E-10	
4.340E+2	-2.160E+0	-6.097E-10	
4.343E+2	-2.200E+0	-6.563E-10	
4.346E+2	-2.240E+0	-8.408E-10	
4.351E+2	-2.280E+0	-5.859E-10	
4.360E+2	-2.320E+0	-7.799E-10	
4.369E+2	-2.360E+0	-7.811E-10	
4.378E+2	-2.400E+0	-8.638E-10	
4.387E+2	-2.440E+0	-1.149E-9	
4.388E+2	-2.480E+0	-1.171E-9	
4.391E+2	-2.520E+0	-1.710E-9	
4.394E+2	-2.560E+0	-1.455E-9	
4.397E+2	-2.600E+0	-1.385E-9	
4.400E+2	-2.640E+0	-1.482E-9	
4.403E+2	-2.680E+0	-1.428E-9	
4.406E+2	-2.720E+0	-1.252E-9	
4.409E+2	-2.760E+0	-1.323E-9	
4.412E+2	-2.800E+0	-1.853E-9	
4.415E+2	-2.840E+0	-1.661E-9	
4.418E+2	-2.880E+0	-1.860E-9	
4.421E+2	-2.920E+0	-2.498E-9	
4.424E+2	-2.960E+0	-2.289E-9	
4.427E+2	-3.000E+0	-3.447E-9	
4.430E+2	-3.040E+0	-5.579E-9	
4.433E+2	-3.080E+0	-5.607E-9	
4.436E+2	-3.120E+0	-6.266E-9	
4.439E+2	-3.160E+0	-5.652E-9	
4.442E+2	-3.200E+0	-6.246E-9	
#Sweep: 009
4.445E+2	-3.200E+0	-7.562E-9	
4.448E+2	-3.160E+0	-8.470E-9	
4.451E+2	-3.120E+0	-5.779E-9	
4.454E+2	-3.080E+0	-8.536E-9	
4.457E+2	-3.040E+0	-5.558E-9	
4.460E+2	-3.000E+0	-4.893E-9	
4.463E+2	-2.960E+0	-3.622E-9	
4.466E+2	-2.920E+0	-3.651E-9	
4.469E+2	-2.880E+0	-3.575E-9	
4.472E+2	-2.840E+0	-3.061E-9	
4.475E+2	-2.800E+0	-3.093E-9	
4.478E+2	-2.760E+0	-3.502E-9	
4.481E+2	-2.720E+0	-3.725E-9	
4.484E+2	-2.680E+0	-4.166E-9	
4.487E+2	-2.640E+0	-2.635E-9	
4.490E+2	-2.600E+0	-2.418E-9	
4.493E+2	-2.560E+0	-2.185E-9	
4.496E+2	-2.520E+0	-2.546E-9	
4.499E+2	-2.480E+0	-2.098E-9	
4.502E+2	-2.440E+0	-1.096E-9	
4.505E+2	-2.400E+0	-1.042E-9	
4.516E+2	-2.360E+0	-1.064E-9	
4.525E+2	-2.320E+0	-1.116E-9	
4.532E+2	-2.280E+0	-9.833E-10	
4.535E+2	-2.240E+0	-7.799E-10	
4.538E+2	-2.200E+0	-7.558E-10	
4.541E+2	-2.160E+0	-6.444E-10	
4.544E+2	-2.120E+0	-6.541E-10	
4.547E+2	-2.080E+0	-6.720E-10	
4.550E+2	-2.040E+0	-6.273E-10	
4.553E+2	-2.000E+0	-5.946E-10	
4.556E+2	-1.960E+0	-4.874E-10	
4.559E+2	-1.920E+0	-4.246E-10	
4.562E+2	-1.880E+0	-3.442E-10	
4.565E+2	-1.840E+0	-2.755E-10	
4.568E+2	-1.800E+0	-2.276E-10	
4.571E+2	-1.760E+0	-1.909E-10	
4.574E+2	-1.720E+0	-1.907E-10	
4.577E+2	-1.680E+0	-1.600E-10	
4.580E+2	-1.640E+0	-1.308E-10	
4.583E+2	-1.600E+0	-1.115E-10	
4.592E+2	-1.560E+0	-4.164E-11	
4.595E+2	-1.520E+0	-2.566E-11	
4.598E+2	-1.480E+0	-2.143E-11	
4.601E+2	-1.440E+0	-1.979E-11	
4.604E+2	-1.400E+0	-1.856E-11	
4.607E+2	-1.360E+0	-1.583E-11	
4.610E+2	-1.320E+0	-1.077E-11	
4.613E+2	-1.280E+0	-8.860E-12	
4.616E+2	-1.240E+0	-6.128E-12	
4.619E+2	-1.200E+0	-5.035E-12	
4.622E+2	-1.160E+0	-4.352E-12	
4.625E+2	-1.120E+0	-2.031E-12	
4.628E+2	-1.080E+0	-1.074E-12	
4.631E+2	-1.040E+0	-9.378E-13	
4.634E+2	-1.000E+0	2.916E-13	
4.637E+2	-9.600E-1	1.658E-12	
4.640E+2	-9.200E-1	2.887E-12	
4.643E+2	-8.800E-1	3.297E-12	
4.646E+2	-8.400E-1	2.341E-12	
4.649E+2	-8.000E-1	2.753E-12	
4.652E+2	-7.600E-1	2.758E-12	
4.655E+2	-7.200E-1	4.950E-12	
4.658E+2	-6.800E-1	5.233E-12	
4.661E+2	-6.400E-1	5.662E-12	
4.664E+2	-6.000E-1	7.614E-12	
4.668E+2	-5.600E-1	8.262E-12	
4.670E+2	-5.200E-1	1.003E-11	
4.673E+2	-4.800E-1	9.960E-12	
4.676E+2	-4.400E-1	1.058E-11	
4.679E+2	-4.000E-1	9.909E-12	
4.682E+2	-3.600E-1	1.009E-11	
4.685E+2	-3.200E-1	1.072E-11	
4.688E+2	-2.800E-1	1.068E-11	
4.691E+2	-2.400E-1	1.051E-11	
4.694E+2	-2.000E-1	1.077E-11	
4.697E+2	-1.600E-1	1.095E-11	
4.700E+2	-1.200E-1	1.156E-11	
4.703E+2	-8.000E-2	1.113E-11	
4.706E+2	-4.000E-2	1.119E-11	
4.709E+2	-2.123E-15	1.149E-11	
4.712E+2	4.000E-2	1.123E-11	
4.715E+2	8.000E-2	7.178E-12	
4.718E+2	1.200E-1	9.810E-12	
4.721E+2	1.600E-1	1.080E-11	
4.724E+2	2.000E-1	1.204E-11	
4.727E+2	2.400E-1	1.202E-11	
4.730E+2	2.800E-1	1.190E-11	
4.733E+2	3.200E-1	1.212E-11	
4.736E+2	3.600E-1	1.167E-11	
4.739E+2	4.000E-1	1.182E-11	
4.742E+2	4.400E-1	1.175E-11	
4.745E+2	4.800E-1	1.266E-11	
4.748E+2	5.200E-1	1.163E-11	
4.751E+2	5.600E-1	1.095E-11	
4.754E+2	6.000E-1	1.259E-11	
4.757E+2	6.400E-1	1.163E-11	
4.760E+2	6.800E-1	1.177E-11	
4.763E+2	7.200E-1	1.226E-11	
4.766E+2	7.600E-1	-4.316E-12	
4.769E+2	8.000E-1	1.010E-11	
4.772E+2	8.400E-1	1.285E-11	
4.775E+2	8.800E-1	1.300E-11	
4.778E+2	9.200E-1	1.218E-11	
4.781E+2	9.600E-1	1.314E-11	
4.784E+2	1.000E+0	1.409E-11	
4.787E+2	1.040E+0	1.396E-11	
4.790E+2	1.080E+0	1.423E-11	
4.793E+2	1.120E+0	1.423E-11	
4.796E+2	1.160E+0	1.724E-11	
4.799E+2	1.200E+0	1.505E-11	
4.802E+2	1.240E+0	1.505E-11	
4.805E+2	1.280E+0	1.573E-11	
4.808E+2	1.320E+0	1.587E-11	
4.811E+2	1.360E+0	1.601E-11	
4.814E+2	1.400E+0	1.860E-11	
4.817E+2	1.440E+0	1.710E-11	
4.820E+2	1.480E+0	1.806E-11	
4.823E+2	1.520E+0	1.970E-11	
4.826E+2	1.560E+0	1.874E-11	
4.829E+2	1.600E+0	1.983E-11	
4.832E+2	1.640E+0	2.161E-11	
4.835E+2	1.680E+0	2.366E-11	
4.838E+2	1.720E+0	2.434E-11	
4.841E+2	1.760E+0	2.325E-11	
4.844E+2	1.800E+0	2.407E-11	
4.847E+2	1.840E+0	2.598E-11	
4.850E+2	1.880E+0	3.131E-11	
4.853E+2	1.920E+0	3.186E-11	
4.856E+2	1.960E+0	2.830E-11	
4.859E+2	2.000E+0	3.390E-11	
4.862E+2	2.040E+0	3.677E-11	
4.865E+2	2.080E+0	3.951E-11	
4.868E+2	2.120E+0	4.989E-11	
4.871E+2	2.160E+0	5.194E-11	
4.874E+2	2.200E+0	5.371E-11	
4.877E+2	2.240E+0	5.518E-11	
4.880E+2	2.280E+0	6.410E-11	
4.883E+2	2.320E+0	6.615E-11	
4.886E+2	2.360E+0	5.973E-11	
4.889E+2	2.400E+0	7.066E-11	
4.898E+2	2.440E+0	4.743E-10	
4.901E+2	2.480E+0	6.068E-10	
4.904E+2	2.520E+0	6.979E-10	
4.909E+2	2.560E+0	1.126E-9	
4.910E+2	2.600E+0	1.411E-9	
4.913E+2	2.640E+0	3.523E-9	
4.916E+2	2.680E+0	1.324E-9	
4.919E+2	2.720E+0	1.197E-9	
4.922E+2	2.760E+0	1.242E-9	
4.925E+2	2.800E+0	4.065E-9	
4.928E+2	2.840E+0	2.909E-9	
4.931E+2	2.880E+0	3.431E-9	
4.936E+2	2.920E+0	7.489E-8	
4.937E+2	2.960E+0	5.401E-8	
4.940E+2	3.000E+0	6.173E-8	
4.943E+2	3.040E+0	7.900E-8	
4.946E+2	3.080E+0	2.202E-8	
4.949E+2	3.120E+0	3.051E-8	
4.952E+2	3.160E+0	3.347E-8	
4.955E+2	3.200E+0	3.935E-8	
#Sweep: 010
