Time [S]	Voltage [V]	Current [A]	
#Sweep: 000
9.680E-1		0.000E+0		5.724E-13		
1.468E+0		5.000E-2		7.527E-13		
1.867E+0		1.000E-1		1.459E-12		
2.267E+0		1.500E-1		1.668E-12		
2.667E+0		2.000E-1		1.875E-12		
3.066E+0		2.500E-1		2.172E-12		
3.466E+0		3.000E-1		2.491E-12		
3.867E+0		3.500E-1		2.874E-12		
4.267E+0		4.000E-1		3.381E-12		
4.667E+0		4.500E-1		3.917E-12		
5.067E+0		5.000E-1		4.558E-12		
5.467E+0		5.500E-1		5.270E-12		
5.867E+0		6.000E-1		6.072E-12		
6.267E+0		6.500E-1		6.972E-12		
6.667E+0		7.000E-1		7.970E-12		
7.067E+0		7.500E-1		9.097E-12		
7.467E+0		8.000E-1		1.038E-11		
7.867E+0		8.500E-1		1.172E-11		
8.267E+0		9.000E-1		1.325E-11		
8.667E+0		9.500E-1		1.494E-11		
9.067E+0		1.000E+0		1.678E-11		
9.467E+0		1.050E+0		1.875E-11		
9.867E+0		1.100E+0		2.081E-11		
1.027E+1		1.150E+0		2.311E-11		
1.067E+1		1.200E+0		2.555E-11		
1.107E+1		1.250E+0		2.829E-11		
1.147E+1		1.300E+0		3.116E-11		
1.187E+1		1.350E+0		3.418E-11		
1.227E+1		1.400E+0		3.758E-11		
1.267E+1		1.450E+0		4.103E-11		
1.307E+1		1.500E+0		4.490E-11		
1.347E+1		1.550E+0		4.918E-11		
1.387E+1		1.600E+0		5.345E-11		
1.427E+1		1.650E+0		5.789E-11		
1.467E+1		1.700E+0		6.309E-11		
1.507E+1		1.750E+0		6.865E-11		
1.547E+1		1.800E+0		7.440E-11		
1.587E+1		1.850E+0		8.103E-11		
1.627E+1		1.900E+0		8.791E-11		
1.667E+1		1.950E+0		9.512E-11		
1.767E+1		2.000E+0		1.038E-10		
1.787E+1		2.050E+0		1.127E-10		
1.827E+1		2.100E+0		1.213E-10		
1.867E+1		2.150E+0		1.311E-10		
1.907E+1		2.200E+0		1.423E-10		
1.947E+1		2.250E+0		1.533E-10		
1.987E+1		2.300E+0		1.658E-10		
2.027E+1		2.350E+0		1.801E-10		
2.067E+1		2.400E+0		1.967E-10		
2.107E+1		2.450E+0		2.150E-10		
2.147E+1		2.500E+0		2.356E-10		
2.187E+1		2.550E+0		2.554E-10		
2.227E+1		2.600E+0		2.783E-10		
2.267E+1		2.650E+0		3.080E-10		
2.307E+1		2.700E+0		3.484E-10		
2.347E+1		2.750E+0		4.004E-10		
2.387E+1		2.800E+0		4.475E-10		
2.427E+1		2.850E+0		5.052E-10		
2.467E+1		2.900E+0		5.573E-10		
2.507E+1		2.950E+0		6.422E-10		
2.547E+1		3.000E+0		8.105E-10		
2.587E+1		3.050E+0		9.410E-10		
2.641E+1		3.100E+0		1.147E-9		
2.667E+1		3.150E+0		1.248E-9		
2.707E+1		3.200E+0		1.391E-9		
#Sweep: 001
2.747E+1		3.200E+0		1.623E-9		
2.787E+1		3.150E+0		1.571E-9		
2.827E+1		3.100E+0		1.584E-9		
2.867E+1		3.050E+0		1.506E-9		
2.907E+1		3.000E+0		1.398E-9		
2.947E+1		2.950E+0		1.337E-9		
2.987E+1		2.900E+0		1.319E-9		
3.027E+1		2.850E+0		1.246E-9		
3.067E+1		2.800E+0		1.140E-9		
3.107E+1		2.750E+0		1.077E-9		
3.207E+1		2.700E+0		9.165E-10		
3.227E+1		2.650E+0		8.971E-10		
3.267E+1		2.600E+0		8.488E-10		
3.307E+1		2.550E+0		8.022E-10		
3.347E+1		2.500E+0		7.627E-10		
3.387E+1		2.450E+0		7.087E-10		
3.427E+1		2.400E+0		6.621E-10		
3.467E+1		2.350E+0		6.139E-10		
3.507E+1		2.300E+0		5.689E-10		
3.547E+1		2.250E+0		5.339E-10		
3.587E+1		2.200E+0		4.934E-10		
3.627E+1		2.150E+0		4.570E-10		
3.667E+1		2.100E+0		4.257E-10		
3.707E+1		2.050E+0		3.924E-10		
3.747E+1		2.000E+0		3.627E-10		
3.787E+1		1.950E+0		3.300E-10		
3.827E+1		1.900E+0		3.011E-10		
3.867E+1		1.850E+0		2.757E-10		
3.907E+1		1.800E+0		2.540E-10		
3.947E+1		1.750E+0		2.361E-10		
3.987E+1		1.700E+0		2.169E-10		
4.027E+1		1.650E+0		1.997E-10		
4.067E+1		1.600E+0		1.827E-10		
4.107E+1		1.550E+0		1.642E-10		
